year,quarter,waste_type,category,quantity_mt,disposal_method,recycled_pct,location,facility_type,contractor,manifest_id,cost_inr_lakhs
2020,Q1,Hazardous,Used Oil,18.69,Re-refining,94.6,Chennai Office,Office,Antony Lara Enviro,WM-2020Q1-411510,5.97
2020,Q1,Hazardous,Sludge (Process),24.189,Co-processing,35.4,Chennai Office,Office,Ramky Enviro,WM-2020Q1-800251,25.78
2020,Q1,Hazardous,Chemical Containers,8.434,Authorised TSDF,71.9,Chennai Office,Office,Tata Steel Recycling,WM-2020Q1-391892,2.69
2020,Q1,Hazardous,E-Waste,8.192,Authorised Recycler,98.3,Chennai Office,Office,Antony Lara Enviro,WM-2020Q1-234095,4.77
2020,Q1,Hazardous,Lab Solvents,4.611,Incineration,75.5,Chennai Office,Office,Saahas Zero Waste,WM-2020Q1-115394,4.02
2020,Q1,Non-Hazardous,Paper,15.185,Recycling,94.4,Delhi Sales Hub,Office,Hulladek Recycling,WM-2020Q1-869998,7.53
2020,Q1,Non-Hazardous,Plastic (Recyclable),21.492,Recycling,86.0,Delhi Sales Hub,Office,Antony Lara Enviro,WM-2020Q1-726288,22.14
2020,Q1,Non-Hazardous,Plastic (Mixed),17.007,Co-processing,44.9,Delhi Sales Hub,Office,Eco Recycling Ltd,WM-2020Q1-859227,24.81
2020,Q1,Non-Hazardous,Wood Pallets,10.353,Recycling,85.1,Delhi Sales Hub,Office,Saahas Zero Waste,WM-2020Q1-310095,7.82
2020,Q1,Non-Hazardous,Glass,4.322,Recycling,95.6,Delhi Sales Hub,Office,Eco Recycling Ltd,WM-2020Q1-551570,5.59
2020,Q1,Non-Hazardous,Metal Scrap,24.708,Recycling,92.8,Delhi Sales Hub,Office,Hulladek Recycling,WM-2020Q1-245061,39.49
2020,Q1,Non-Hazardous,Construction Debris,22.146,Landfill,59.0,Delhi Sales Hub,Office,Antony Lara Enviro,WM-2020Q1-524846,32.66
2020,Q1,Non-Hazardous,Food Waste,8.608,Composting,73.8,Delhi Sales Hub,Office,ALMA Recyclers,WM-2020Q1-761431,12.26
2020,Q1,Hazardous,Spent Catalyst,16.897,Authorised TSDF,64.6,Delhi Sales Hub,Office,Antony Lara Enviro,WM-2020Q1-700005,26.68
2020,Q1,Hazardous,Used Oil,22.443,Re-refining,94.6,Delhi Sales Hub,Office,Hulladek Recycling,WM-2020Q1-735768,6.44
2020,Q1,Hazardous,Sludge (Process),21.591,Co-processing,31.5,Delhi Sales Hub,Office,Antony Lara Enviro,WM-2020Q1-475993,17.39
2020,Q1,Hazardous,Chemical Containers,8.609,Authorised TSDF,66.0,Delhi Sales Hub,Office,Hulladek Recycling,WM-2020Q1-164441,13.65
2020,Q1,Hazardous,E-Waste,7.711,Authorised Recycler,88.8,Delhi Sales Hub,Office,ALMA Recyclers,WM-2020Q1-322238,12.09
2020,Q1,Hazardous,Lab Solvents,5.301,Incineration,72.4,Delhi Sales Hub,Office,Re Sustainability,WM-2020Q1-440939,6.25
2020,Q1,Non-Hazardous,Paper,12.008,Recycling,89.9,Ahmedabad Office,Office,Eco Recycling Ltd,WM-2020Q1-586130,2.2
2020,Q1,Non-Hazardous,Plastic (Recyclable),18.971,Recycling,84.2,Ahmedabad Office,Office,Eco Recycling Ltd,WM-2020Q1-720960,10.7
2020,Q1,Non-Hazardous,Plastic (Mixed),12.084,Co-processing,43.2,Ahmedabad Office,Office,Tata Steel Recycling,WM-2020Q1-616136,5.45
2020,Q1,Non-Hazardous,Wood Pallets,8.739,Recycling,83.3,Ahmedabad Office,Office,Tata Steel Recycling,WM-2020Q1-314743,8.2
2020,Q1,Non-Hazardous,Glass,4.226,Recycling,99.2,Ahmedabad Office,Office,Saahas Zero Waste,WM-2020Q1-923793,4.83
2020,Q1,Non-Hazardous,Metal Scrap,21.641,Recycling,94.9,Ahmedabad Office,Office,Ramky Enviro,WM-2020Q1-769696,31.0
2020,Q1,Non-Hazardous,Construction Debris,16.534,Landfill,56.9,Ahmedabad Office,Office,Tata Steel Recycling,WM-2020Q1-922402,11.58
2020,Q1,Non-Hazardous,Food Waste,6.784,Composting,73.9,Ahmedabad Office,Office,Ramky Enviro,WM-2020Q1-713932,5.56
2020,Q1,Hazardous,Spent Catalyst,10.316,Authorised TSDF,64.7,Ahmedabad Office,Office,Hulladek Recycling,WM-2020Q1-133348,9.23
2020,Q1,Hazardous,Used Oil,12.545,Re-refining,90.7,Ahmedabad Office,Office,Saahas Zero Waste,WM-2020Q1-288519,14.77
2020,Q1,Hazardous,Sludge (Process),22.962,Co-processing,33.6,Ahmedabad Office,Office,Ramky Enviro,WM-2020Q1-999370,20.26
2020,Q1,Hazardous,Chemical Containers,8.943,Authorised TSDF,65.7,Ahmedabad Office,Office,Re Sustainability,WM-2020Q1-731098,2.09
2020,Q1,Hazardous,E-Waste,5.876,Authorised Recycler,93.0,Ahmedabad Office,Office,Re Sustainability,WM-2020Q1-153126,7.11
2020,Q1,Hazardous,Lab Solvents,3.526,Incineration,77.0,Ahmedabad Office,Office,Eco Recycling Ltd,WM-2020Q1-183899,4.92
2020,Q1,Non-Hazardous,Paper,13.077,Recycling,93.1,Kochi Sales Office,Office,Tata Steel Recycling,WM-2020Q1-386603,12.05
2020,Q1,Non-Hazardous,Plastic (Recyclable),13.338,Recycling,85.8,Kochi Sales Office,Office,ALMA Recyclers,WM-2020Q1-060277,11.05
2020,Q1,Non-Hazardous,Plastic (Mixed),9.367,Co-processing,40.6,Kochi Sales Office,Office,Ramky Enviro,WM-2020Q1-674713,6.57
2020,Q1,Non-Hazardous,Wood Pallets,5.401,Recycling,84.0,Kochi Sales Office,Office,Hulladek Recycling,WM-2020Q1-784610,6.25
2020,Q1,Non-Hazardous,Glass,2.813,Recycling,99.5,Kochi Sales Office,Office,Ramky Enviro,WM-2020Q1-175560,4.06
2020,Q1,Non-Hazardous,Metal Scrap,15.858,Recycling,92.5,Kochi Sales Office,Office,Saahas Zero Waste,WM-2020Q1-869050,23.38
2020,Q1,Non-Hazardous,Construction Debris,14.807,Landfill,59.7,Kochi Sales Office,Office,Ramky Enviro,WM-2020Q1-021757,14.87
2020,Q1,Non-Hazardous,Food Waste,5.103,Composting,70.1,Kochi Sales Office,Office,Re Sustainability,WM-2020Q1-385421,6.96
2020,Q1,Hazardous,Spent Catalyst,8.554,Authorised TSDF,61.5,Kochi Sales Office,Office,ALMA Recyclers,WM-2020Q1-033994,9.02
2020,Q1,Hazardous,Used Oil,13.826,Re-refining,96.5,Kochi Sales Office,Office,Re Sustainability,WM-2020Q1-810834,15.65
2020,Q1,Hazardous,Sludge (Process),16.499,Co-processing,34.0,Kochi Sales Office,Office,Eco Recycling Ltd,WM-2020Q1-900016,13.16
2020,Q1,Hazardous,Chemical Containers,5.804,Authorised TSDF,68.4,Kochi Sales Office,Office,Ramky Enviro,WM-2020Q1-092161,5.05
2020,Q1,Hazardous,E-Waste,4.897,Authorised Recycler,89.8,Kochi Sales Office,Office,Antony Lara Enviro,WM-2020Q1-946227,2.1
2020,Q1,Hazardous,Lab Solvents,3.849,Incineration,72.0,Kochi Sales Office,Office,Eco Recycling Ltd,WM-2020Q1-256425,3.76
2020,Q1,Non-Hazardous,Paper,10.162,Recycling,93.0,Coimbatore Office,Office,Antony Lara Enviro,WM-2020Q1-860679,10.23
2020,Q1,Non-Hazardous,Plastic (Recyclable),10.553,Recycling,93.2,Coimbatore Office,Office,Ramky Enviro,WM-2020Q1-885081,5.58
2020,Q1,Non-Hazardous,Plastic (Mixed),7.234,Co-processing,42.5,Coimbatore Office,Office,Hulladek Recycling,WM-2020Q1-658412,4.39
2020,Q1,Non-Hazardous,Wood Pallets,4.962,Recycling,85.7,Coimbatore Office,Office,Saahas Zero Waste,WM-2020Q1-959805,6.94
2020,Q1,Non-Hazardous,Glass,2.371,Recycling,99.5,Coimbatore Office,Office,Antony Lara Enviro,WM-2020Q1-350755,2.22
2020,Q1,Non-Hazardous,Metal Scrap,10.761,Recycling,99.1,Coimbatore Office,Office,Re Sustainability,WM-2020Q1-044246,6.5
2020,Q1,Non-Hazardous,Construction Debris,8.763,Landfill,55.7,Coimbatore Office,Office,ALMA Recyclers,WM-2020Q1-196952,5.7
2020,Q1,Non-Hazardous,Food Waste,3.959,Composting,68.4,Coimbatore Office,Office,Hulladek Recycling,WM-2020Q1-560616,1.66
2020,Q1,Hazardous,Spent Catalyst,6.332,Authorised TSDF,61.0,Coimbatore Office,Office,Saahas Zero Waste,WM-2020Q1-858798,4.82
2020,Q1,Hazardous,Used Oil,8.518,Re-refining,96.1,Coimbatore Office,Office,Tata Steel Recycling,WM-2020Q1-986029,12.26
2020,Q1,Hazardous,Sludge (Process),10.564,Co-processing,33.1,Coimbatore Office,Office,Tata Steel Recycling,WM-2020Q1-724821,9.6
2020,Q1,Hazardous,Chemical Containers,4.227,Authorised TSDF,72.4,Coimbatore Office,Office,Saahas Zero Waste,WM-2020Q1-916965,1.17
2020,Q1,Hazardous,E-Waste,4.17,Authorised Recycler,99.5,Coimbatore Office,Office,Ramky Enviro,WM-2020Q1-878576,1.89
2020,Q1,Hazardous,Lab Solvents,2.471,Incineration,75.2,Coimbatore Office,Office,Ramky Enviro,WM-2020Q1-431620,1.17
2020,Q1,Non-Hazardous,Paper,7.848,Recycling,98.8,Bhubaneswar Office,Office,Re Sustainability,WM-2020Q1-633150,2.0
2020,Q1,Non-Hazardous,Plastic (Recyclable),11.602,Recycling,88.9,Bhubaneswar Office,Office,Antony Lara Enviro,WM-2020Q1-693175,5.59
2020,Q1,Non-Hazardous,Plastic (Mixed),8.809,Co-processing,42.7,Bhubaneswar Office,Office,ALMA Recyclers,WM-2020Q1-278692,5.57
2020,Q1,Non-Hazardous,Wood Pallets,5.523,Recycling,79.3,Bhubaneswar Office,Office,Tata Steel Recycling,WM-2020Q1-342528,3.98
2020,Q1,Non-Hazardous,Glass,2.786,Recycling,92.9,Bhubaneswar Office,Office,Tata Steel Recycling,WM-2020Q1-951578,2.25
2020,Q1,Non-Hazardous,Metal Scrap,13.922,Recycling,99.0,Bhubaneswar Office,Office,ALMA Recyclers,WM-2020Q1-473029,7.22
2020,Q1,Non-Hazardous,Construction Debris,11.214,Landfill,58.1,Bhubaneswar Office,Office,Eco Recycling Ltd,WM-2020Q1-105382,7.13
2020,Q1,Non-Hazardous,Food Waste,3.578,Composting,72.5,Bhubaneswar Office,Office,ALMA Recyclers,WM-2020Q1-741717,1.85
2020,Q1,Hazardous,Spent Catalyst,7.977,Authorised TSDF,64.5,Bhubaneswar Office,Office,Tata Steel Recycling,WM-2020Q1-280541,5.77
2020,Q1,Hazardous,Used Oil,12.086,Re-refining,89.2,Bhubaneswar Office,Office,ALMA Recyclers,WM-2020Q1-316304,6.07
2020,Q1,Hazardous,Sludge (Process),11.799,Co-processing,35.2,Bhubaneswar Office,Office,ALMA Recyclers,WM-2020Q1-044932,7.46
2020,Q1,Hazardous,Chemical Containers,5.368,Authorised TSDF,70.7,Bhubaneswar Office,Office,Antony Lara Enviro,WM-2020Q1-488182,3.26
2020,Q1,Hazardous,E-Waste,4.074,Authorised Recycler,91.8,Bhubaneswar Office,Office,Ramky Enviro,WM-2020Q1-180911,2.43
2020,Q1,Hazardous,Lab Solvents,3.024,Incineration,78.2,Bhubaneswar Office,Office,Saahas Zero Waste,WM-2020Q1-860403,4.56
2020,Q1,Non-Hazardous,Paper,9.077,Recycling,91.8,Jaipur Office,Office,Eco Recycling Ltd,WM-2020Q1-038780,7.47
2020,Q1,Non-Hazardous,Plastic (Recyclable),11.858,Recycling,90.3,Jaipur Office,Office,Hulladek Recycling,WM-2020Q1-173610,3.64
2020,Q1,Non-Hazardous,Plastic (Mixed),6.373,Co-processing,41.6,Jaipur Office,Office,Re Sustainability,WM-2020Q1-163487,7.62
2020,Q1,Non-Hazardous,Wood Pallets,5.783,Recycling,81.3,Jaipur Office,Office,Saahas Zero Waste,WM-2020Q1-862093,1.93
2020,Q1,Non-Hazardous,Glass,2.399,Recycling,98.7,Jaipur Office,Office,Hulladek Recycling,WM-2020Q1-471144,3.42
2020,Q1,Non-Hazardous,Metal Scrap,13.139,Recycling,99.5,Jaipur Office,Office,Saahas Zero Waste,WM-2020Q1-927127,9.43
2020,Q1,Non-Hazardous,Construction Debris,11.185,Landfill,56.2,Jaipur Office,Office,Antony Lara Enviro,WM-2020Q1-624947,9.58
2020,Q1,Non-Hazardous,Food Waste,3.853,Composting,71.8,Jaipur Office,Office,Ramky Enviro,WM-2020Q1-261283,3.97
2020,Q1,Hazardous,Spent Catalyst,8.699,Authorised TSDF,63.6,Jaipur Office,Office,ALMA Recyclers,WM-2020Q1-391389,11.45
2020,Q1,Hazardous,Used Oil,10.668,Re-refining,85.9,Jaipur Office,Office,Re Sustainability,WM-2020Q1-835869,16.24
2020,Q1,Hazardous,Sludge (Process),12.255,Co-processing,31.7,Jaipur Office,Office,Antony Lara Enviro,WM-2020Q1-525366,15.88
2020,Q1,Hazardous,Chemical Containers,5.273,Authorised TSDF,67.3,Jaipur Office,Office,ALMA Recyclers,WM-2020Q1-816251,5.05
2020,Q1,Hazardous,E-Waste,3.694,Authorised Recycler,89.6,Jaipur Office,Office,Tata Steel Recycling,WM-2020Q1-700476,1.39
2020,Q1,Hazardous,Lab Solvents,2.761,Incineration,75.6,Jaipur Office,Office,Ramky Enviro,WM-2020Q1-539753,2.29
2020,Q2,Non-Hazardous,Paper,10.153,Recycling,88.5,Mumbai HQ,Office,Eco Recycling Ltd,WM-2020Q2-529631,4.15
2020,Q2,Non-Hazardous,Plastic (Recyclable),14.204,Recycling,91.8,Mumbai HQ,Office,Eco Recycling Ltd,WM-2020Q2-796694,21.04
2020,Q2,Non-Hazardous,Plastic (Mixed),12.789,Co-processing,44.5,Mumbai HQ,Office,Ramky Enviro,WM-2020Q2-540402,15.24
2020,Q2,Non-Hazardous,Wood Pallets,7.904,Recycling,77.0,Mumbai HQ,Office,Re Sustainability,WM-2020Q2-239009,11.74
2020,Q2,Non-Hazardous,Glass,3.118,Recycling,96.2,Mumbai HQ,Office,ALMA Recyclers,WM-2020Q2-848059,2.79
2020,Q2,Non-Hazardous,Metal Scrap,18.873,Recycling,95.0,Mumbai HQ,Office,Re Sustainability,WM-2020Q2-154569,28.62
2020,Q2,Non-Hazardous,Construction Debris,13.814,Landfill,59.1,Mumbai HQ,Office,Tata Steel Recycling,WM-2020Q2-001863,16.92
2020,Q2,Non-Hazardous,Food Waste,4.599,Composting,69.5,Mumbai HQ,Office,Eco Recycling Ltd,WM-2020Q2-638198,5.6
2020,Q2,Hazardous,Spent Catalyst,11.285,Authorised TSDF,67.6,Mumbai HQ,Office,Hulladek Recycling,WM-2020Q2-177022,8.93
2020,Q2,Hazardous,Used Oil,12.514,Re-refining,94.9,Mumbai HQ,Office,ALMA Recyclers,WM-2020Q2-212785,5.56
2020,Q2,Hazardous,Sludge (Process),18.936,Co-processing,32.9,Mumbai HQ,Office,Tata Steel Recycling,WM-2020Q2-148451,15.01
2020,Q2,Hazardous,Chemical Containers,8.518,Authorised TSDF,67.7,Mumbai HQ,Office,Hulladek Recycling,WM-2020Q2-384663,2.14
2020,Q2,Hazardous,E-Waste,5.719,Authorised Recycler,99.5,Mumbai HQ,Office,Ramky Enviro,WM-2020Q2-077392,6.29
2020,Q2,Hazardous,Lab Solvents,3.074,Incineration,75.1,Mumbai HQ,Office,Re Sustainability,WM-2020Q2-958690,4.08
2020,Q2,Non-Hazardous,Paper,161.031,Recycling,91.1,Hazira Refinery,Refinery,ALMA Recyclers,WM-2020Q2-417473,191.08
2020,Q2,Non-Hazardous,Plastic (Recyclable),180.548,Recycling,90.1,Hazira Refinery,Refinery,Eco Recycling Ltd,WM-2020Q2-178814,106.8
2020,Q2,Non-Hazardous,Plastic (Mixed),108.182,Co-processing,43.8,Hazira Refinery,Refinery,ALMA Recyclers,WM-2020Q2-406702,139.6
2020,Q2,Non-Hazardous,Wood Pallets,69.194,Recycling,77.5,Hazira Refinery,Refinery,Antony Lara Enviro,WM-2020Q2-857569,61.97
2020,Q2,Non-Hazardous,Glass,34.473,Recycling,91.7,Hazira Refinery,Refinery,ALMA Recyclers,WM-2020Q2-099045,51.73
2020,Q2,Non-Hazardous,Metal Scrap,210.919,Recycling,98.5,Hazira Refinery,Refinery,Tata Steel Recycling,WM-2020Q2-398960,68.37
2020,Q2,Non-Hazardous,Construction Debris,180.647,Landfill,57.5,Hazira Refinery,Refinery,ALMA Recyclers,WM-2020Q2-945241,237.13
2020,Q2,Non-Hazardous,Food Waste,52.034,Composting,76.6,Hazira Refinery,Refinery,Hulladek Recycling,WM-2020Q2-308906,15.35
2020,Q2,Hazardous,Spent Catalyst,130.421,Authorised TSDF,67.6,Hazira Refinery,Refinery,ALMA Recyclers,WM-2020Q2-152531,186.56
2020,Q2,Hazardous,Used Oil,141.509,Re-refining,88.8,Hazira Refinery,Refinery,Re Sustainability,WM-2020Q2-883793,140.97
2020,Q2,Hazardous,Sludge (Process),222.121,Co-processing,35.6,Hazira Refinery,Refinery,Hulladek Recycling,WM-2020Q2-976531,188.59
2020,Q2,Hazardous,Chemical Containers,80.188,Authorised TSDF,69.9,Hazira Refinery,Refinery,Ramky Enviro,WM-2020Q2-711915,66.08
2020,Q2,Hazardous,E-Waste,56.84,Authorised Recycler,88.7,Hazira Refinery,Refinery,ALMA Recyclers,WM-2020Q2-869712,69.02
2020,Q2,Hazardous,Lab Solvents,32.016,Incineration,76.7,Hazira Refinery,Refinery,ALMA Recyclers,WM-2020Q2-988413,32.85
2020,Q2,Non-Hazardous,Paper,117.853,Recycling,96.5,Jamnagar Polymer Plant,Petchem,ALMA Recyclers,WM-2020Q2-243433,180.01
2020,Q2,Non-Hazardous,Plastic (Recyclable),146.741,Recycling,91.6,Jamnagar Polymer Plant,Petchem,ALMA Recyclers,WM-2020Q2-502328,138.12
2020,Q2,Non-Hazardous,Plastic (Mixed),87.292,Co-processing,40.7,Jamnagar Polymer Plant,Petchem,ALMA Recyclers,WM-2020Q2-232662,51.63
2020,Q2,Non-Hazardous,Wood Pallets,68.169,Recycling,80.5,Jamnagar Polymer Plant,Petchem,Saahas Zero Waste,WM-2020Q2-683529,72.71
2020,Q2,Non-Hazardous,Glass,35.675,Recycling,99.5,Jamnagar Polymer Plant,Petchem,Eco Recycling Ltd,WM-2020Q2-925004,13.2
2020,Q2,Non-Hazardous,Metal Scrap,187.472,Recycling,99.5,Jamnagar Polymer Plant,Petchem,Saahas Zero Waste,WM-2020Q2-426999,239.38
2020,Q2,Non-Hazardous,Construction Debris,142.988,Landfill,54.7,Jamnagar Polymer Plant,Petchem,Eco Recycling Ltd,WM-2020Q2-579705,181.43
2020,Q2,Non-Hazardous,Food Waste,42.264,Composting,75.4,Jamnagar Polymer Plant,Petchem,Eco Recycling Ltd,WM-2020Q2-134866,8.37
2020,Q2,Hazardous,Spent Catalyst,97.96,Authorised TSDF,62.6,Jamnagar Polymer Plant,Petchem,Re Sustainability,WM-2020Q2-476045,62.8
2020,Q2,Hazardous,Used Oil,126.503,Re-refining,93.1,Jamnagar Polymer Plant,Petchem,Hulladek Recycling,WM-2020Q2-631216,136.41
2020,Q2,Hazardous,Sludge (Process),190.016,Co-processing,31.9,Jamnagar Polymer Plant,Petchem,Ramky Enviro,WM-2020Q2-342068,97.92
2020,Q2,Hazardous,Chemical Containers,53.742,Authorised TSDF,68.4,Jamnagar Polymer Plant,Petchem,Ramky Enviro,WM-2020Q2-537875,70.78
2020,Q2,Hazardous,E-Waste,39.367,Authorised Recycler,95.4,Jamnagar Polymer Plant,Petchem,Tata Steel Recycling,WM-2020Q2-695672,49.67
2020,Q2,Hazardous,Lab Solvents,34.415,Incineration,75.4,Jamnagar Polymer Plant,Petchem,Hulladek Recycling,WM-2020Q2-814373,28.29
2020,Q2,Non-Hazardous,Paper,70.656,Recycling,93.7,Vadodara Chemicals,Petchem,Hulladek Recycling,WM-2020Q2-082918,93.63
2020,Q2,Non-Hazardous,Plastic (Recyclable),96.485,Recycling,92.2,Vadodara Chemicals,Petchem,Hulladek Recycling,WM-2020Q2-243408,85.74
2020,Q2,Non-Hazardous,Plastic (Mixed),65.961,Co-processing,40.5,Vadodara Chemicals,Petchem,Ramky Enviro,WM-2020Q2-243163,32.34
2020,Q2,Non-Hazardous,Wood Pallets,34.642,Recycling,77.9,Vadodara Chemicals,Petchem,Tata Steel Recycling,WM-2020Q2-792295,53.33
2020,Q2,Non-Hazardous,Glass,22.882,Recycling,94.5,Vadodara Chemicals,Petchem,Eco Recycling Ltd,WM-2020Q2-401346,10.61
2020,Q2,Non-Hazardous,Metal Scrap,92.815,Recycling,97.6,Vadodara Chemicals,Petchem,Saahas Zero Waste,WM-2020Q2-023262,97.07
2020,Q2,Non-Hazardous,Construction Debris,82.124,Landfill,54.3,Vadodara Chemicals,Petchem,Hulladek Recycling,WM-2020Q2-746645,89.4
2020,Q2,Non-Hazardous,Food Waste,27.104,Composting,69.2,Vadodara Chemicals,Petchem,ALMA Recyclers,WM-2020Q2-340959,10.95
2020,Q2,Hazardous,Spent Catalyst,73.438,Authorised TSDF,66.7,Vadodara Chemicals,Petchem,ALMA Recyclers,WM-2020Q2-269691,98.81
2020,Q2,Hazardous,Used Oil,93.109,Re-refining,92.1,Vadodara Chemicals,Petchem,Antony Lara Enviro,WM-2020Q2-957567,124.56
2020,Q2,Hazardous,Sludge (Process),115.911,Co-processing,33.8,Vadodara Chemicals,Petchem,Tata Steel Recycling,WM-2020Q2-254194,30.43
2020,Q2,Hazardous,Chemical Containers,37.455,Authorised TSDF,66.8,Vadodara Chemicals,Petchem,Eco Recycling Ltd,WM-2020Q2-937949,20.21
2020,Q2,Hazardous,E-Waste,26.712,Authorised Recycler,90.7,Vadodara Chemicals,Petchem,Re Sustainability,WM-2020Q2-630678,12.73
2020,Q2,Hazardous,Lab Solvents,19.48,Incineration,76.7,Vadodara Chemicals,Petchem,Re Sustainability,WM-2020Q2-661451,18.27
2020,Q2,Non-Hazardous,Paper,72.176,Recycling,94.0,Paradip Plant,Petchem,Ramky Enviro,WM-2020Q2-429550,34.95
2020,Q2,Non-Hazardous,Plastic (Recyclable),79.403,Recycling,84.5,Paradip Plant,Petchem,Hulladek Recycling,WM-2020Q2-896775,47.7
2020,Q2,Non-Hazardous,Plastic (Mixed),49.233,Co-processing,42.6,Paradip Plant,Petchem,Saahas Zero Waste,WM-2020Q2-440321,67.07
2020,Q2,Non-Hazardous,Wood Pallets,33.888,Recycling,81.3,Paradip Plant,Petchem,Hulladek Recycling,WM-2020Q2-138928,16.42
2020,Q2,Non-Hazardous,Glass,15.952,Recycling,93.2,Paradip Plant,Petchem,Ramky Enviro,WM-2020Q2-747978,10.73
2020,Q2,Non-Hazardous,Metal Scrap,81.023,Recycling,99.5,Paradip Plant,Petchem,Re Sustainability,WM-2020Q2-826103,104.72
2020,Q2,Non-Hazardous,Construction Debris,83.608,Landfill,59.8,Paradip Plant,Petchem,Re Sustainability,WM-2020Q2-093278,67.97
2020,Q2,Non-Hazardous,Food Waste,31.241,Composting,68.7,Paradip Plant,Petchem,Re Sustainability,WM-2020Q2-538117,36.87
2020,Q2,Hazardous,Spent Catalyst,56.997,Authorised TSDF,65.9,Paradip Plant,Petchem,Saahas Zero Waste,WM-2020Q2-076941,16.9
2020,Q2,Hazardous,Used Oil,77.058,Re-refining,94.7,Paradip Plant,Petchem,Ramky Enviro,WM-2020Q2-767887,115.52
2020,Q2,Hazardous,Sludge (Process),93.693,Co-processing,31.9,Paradip Plant,Petchem,Eco Recycling Ltd,WM-2020Q2-057036,41.72
2020,Q2,Hazardous,Chemical Containers,39.667,Authorised TSDF,67.4,Paradip Plant,Petchem,Re Sustainability,WM-2020Q2-135108,34.57
2020,Q2,Hazardous,E-Waste,28.963,Authorised Recycler,99.5,Paradip Plant,Petchem,Ramky Enviro,WM-2020Q2-977310,33.37
2020,Q2,Hazardous,Lab Solvents,14.343,Incineration,81.6,Paradip Plant,Petchem,Saahas Zero Waste,WM-2020Q2-858609,3.96
2020,Q2,Non-Hazardous,Paper,44.629,Recycling,95.3,Haldia Petchem,Petchem,Saahas Zero Waste,WM-2020Q2-859169,9.01
2020,Q2,Non-Hazardous,Plastic (Recyclable),62.942,Recycling,86.2,Haldia Petchem,Petchem,Saahas Zero Waste,WM-2020Q2-886591,48.07
2020,Q2,Non-Hazardous,Plastic (Mixed),41.024,Co-processing,45.2,Haldia Petchem,Petchem,Tata Steel Recycling,WM-2020Q2-848398,48.78
2020,Q2,Non-Hazardous,Wood Pallets,32.238,Recycling,85.0,Haldia Petchem,Petchem,ALMA Recyclers,WM-2020Q2-149792,18.8
2020,Q2,Non-Hazardous,Glass,16.927,Recycling,99.5,Haldia Petchem,Petchem,Hulladek Recycling,WM-2020Q2-540741,6.9
2020,Q2,Non-Hazardous,Metal Scrap,77.176,Recycling,95.8,Haldia Petchem,Petchem,Re Sustainability,WM-2020Q2-042736,110.97
2020,Q2,Non-Hazardous,Construction Debris,67.982,Landfill,61.8,Haldia Petchem,Petchem,ALMA Recyclers,WM-2020Q2-195442,105.32
2020,Q2,Non-Hazardous,Food Waste,26.256,Composting,76.1,Haldia Petchem,Petchem,Tata Steel Recycling,WM-2020Q2-321485,12.48
2020,Q2,Hazardous,Spent Catalyst,48.227,Authorised TSDF,69.0,Haldia Petchem,Petchem,Eco Recycling Ltd,WM-2020Q2-860308,23.9
2020,Q2,Hazardous,Used Oil,47.816,Re-refining,93.8,Haldia Petchem,Petchem,Eco Recycling Ltd,WM-2020Q2-896071,9.01
2020,Q2,Hazardous,Sludge (Process),59.616,Co-processing,31.4,Haldia Petchem,Petchem,Re Sustainability,WM-2020Q2-465164,86.3
2020,Q2,Hazardous,Chemical Containers,24.105,Authorised TSDF,69.7,Haldia Petchem,Petchem,Re Sustainability,WM-2020Q2-004138,31.91
2020,Q2,Hazardous,E-Waste,20.576,Authorised Recycler,95.0,Haldia Petchem,Petchem,ALMA Recyclers,WM-2020Q2-311409,27.99
2020,Q2,Hazardous,Lab Solvents,16.781,Incineration,71.9,Haldia Petchem,Petchem,Ramky Enviro,WM-2020Q2-430110,22.88
2020,Q2,Non-Hazardous,Paper,44.487,Recycling,94.8,Gandhar Gas Cracker,Petchem,Re Sustainability,WM-2020Q2-199529,71.03
2020,Q2,Non-Hazardous,Plastic (Recyclable),50.936,Recycling,86.7,Gandhar Gas Cracker,Petchem,Saahas Zero Waste,WM-2020Q2-126797,77.97
2020,Q2,Non-Hazardous,Plastic (Mixed),39.701,Co-processing,45.9,Gandhar Gas Cracker,Petchem,Ramky Enviro,WM-2020Q2-359774,33.3
2020,Q2,Non-Hazardous,Wood Pallets,22.242,Recycling,85.6,Gandhar Gas Cracker,Petchem,Tata Steel Recycling,WM-2020Q2-908906,6.02
2020,Q2,Non-Hazardous,Glass,15.783,Recycling,99.3,Gandhar Gas Cracker,Petchem,Tata Steel Recycling,WM-2020Q2-517957,11.84
2020,Q2,Non-Hazardous,Metal Scrap,70.934,Recycling,99.5,Gandhar Gas Cracker,Petchem,Hulladek Recycling,WM-2020Q2-906650,27.04
2020,Q2,Non-Hazardous,Construction Debris,52.963,Landfill,56.3,Gandhar Gas Cracker,Petchem,Eco Recycling Ltd,WM-2020Q2-863256,47.24
2020,Q2,Non-Hazardous,Food Waste,22.0,Composting,70.4,Gandhar Gas Cracker,Petchem,Tata Steel Recycling,WM-2020Q2-691903,23.99
2020,Q2,Hazardous,Spent Catalyst,45.745,Authorised TSDF,60.8,Gandhar Gas Cracker,Petchem,Tata Steel Recycling,WM-2020Q2-153080,10.18
2020,Q2,Hazardous,Used Oil,60.959,Re-refining,86.9,Gandhar Gas Cracker,Petchem,Hulladek Recycling,WM-2020Q2-074179,76.73
