year,quarter,emission_medium,pollutant_type,quantity_kg,location,regulatory_limit_kg,monitoring_method,discharge_point,exceedance_flag,facility_type,unit,permit_id,regulator,lab_accreditation,test_report_id
2017,Q2,Air,VOC,104.18,Hazira Refinery,4480.0,CEMS — Continuous,HAZ-A-8899,No,Refinery,kg,PCB-HAZI-36835,KSPCB (Karnataka),ISO 17025,TR-2017Q2-629199
2017,Q2,Air,CO,37.43,Hazira Refinery,1960.0,Manual stack sampling,HAZ-A-8216,No,Refinery,kg,PCB-HAZI-36835,GPCB (Gujarat),MoEF Recognised,TR-2017Q2-552823
2017,Q2,Air,NH3,13.44,Hazira Refinery,868.0,Manual stack sampling,HAZ-A-1770,No,Refinery,kg,PCB-HAZI-36835,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q2-146049
2017,Q2,Water,BOD,64.49,Hazira Refinery,3500.0,Manual grab sampling,HAZ-W-1150,No,Refinery,kg,PCB-HAZI-79793,MPCB (Maharashtra),ISO 17025,TR-2017Q2-957689
2017,Q2,Water,COD,190.33,Hazira Refinery,9800.0,Auto-sampler 24h composite,HAZ-W-2277,No,Refinery,kg,PCB-HAZI-79793,GPCB (Gujarat),ISO 17025,TR-2017Q2-179462
2017,Q2,Water,TSS,149.5,Hazira Refinery,6300.0,Manual grab sampling,HAZ-W-2983,No,Refinery,kg,PCB-HAZI-79793,CPCB (Central PCB),External — DNV,TR-2017Q2-117789
2017,Q2,Water,Oil & Grease,9.33,Hazira Refinery,560.0,Auto-sampler 24h composite,HAZ-W-6524,No,Refinery,kg,PCB-HAZI-79793,APPCB (Andhra Pradesh),ISO 17025,TR-2017Q2-054798
2017,Q2,Water,Total Nitrogen,18.99,Hazira Refinery,1260.0,Manual grab sampling,HAZ-W-4709,No,Refinery,kg,PCB-HAZI-79793,KSPCB (Karnataka),NABL + ISO 17025,TR-2017Q2-573580
2017,Q2,Water,Total Phosphorus,9.52,Hazira Refinery,392.0,Auto-sampler 24h composite,HAZ-W-5782,No,Refinery,kg,PCB-HAZI-79793,OSPCB (Odisha),MoEF Recognised,TR-2017Q2-651899
2017,Q2,Water,Heavy Metals (Pb),0.62,Hazira Refinery,44.8,Auto-sampler 24h composite,HAZ-W-5008,No,Refinery,kg,PCB-HAZI-79793,TNPCB (Tamil Nadu),NABL,TR-2017Q2-408983
2017,Q2,Water,Heavy Metals (Hg),0.18,Hazira Refinery,11.2,Online TOC analyser,HAZ-W-4443,No,Refinery,kg,PCB-HAZI-79793,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q2-103786
2017,Q2,Land,Hazardous Sludge,166.55,Hazira Refinery,8680.0,Lab analysis,HAZ-L-2506,No,Refinery,kg,PCB-HAZI-10430,MPCB (Maharashtra),NABL,TR-2017Q2-956506
2017,Q2,Land,Spent Catalyst,92.25,Hazira Refinery,5600.0,Lab analysis,HAZ-L-7267,No,Refinery,kg,PCB-HAZI-10430,APPCB (Andhra Pradesh),ISO 17025,TR-2017Q2-788739
2017,Q2,Air,NOx,146.52,Jamnagar Polymer Plant,10800.0,Manual stack sampling,JAM-A-8241,No,Petchem,kg,PCB-JAMN-23828,APPCB (Andhra Pradesh),ISO 17025,TR-2017Q2-162580
2017,Q2,Air,SOx,257.27,Jamnagar Polymer Plant,13200.0,CEMS — Continuous,JAM-A-8201,No,Petchem,kg,PCB-JAMN-23828,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q2-925321
2017,Q2,Air,PM10,42.25,Jamnagar Polymer Plant,2160.0,CEMS — Continuous,JAM-A-5359,No,Petchem,kg,PCB-JAMN-23828,CPCB (Central PCB),ISO 17025,TR-2017Q2-066895
2017,Q2,Air,PM2.5,20.59,Jamnagar Polymer Plant,1320.0,CEMS — Continuous,JAM-A-2427,No,Petchem,kg,PCB-JAMN-23828,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q2-278511
2017,Q2,Air,VOC,86.84,Jamnagar Polymer Plant,3840.0,CEMS — Continuous,JAM-A-2285,No,Petchem,kg,PCB-JAMN-23828,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q2-561105
2017,Q2,Air,CO,24.61,Jamnagar Polymer Plant,1680.0,CEMS — Continuous,JAM-A-1703,No,Petchem,kg,PCB-JAMN-23828,WBPCB (West Bengal),External — DNV,TR-2017Q2-761610
2017,Q2,Air,NH3,10.28,Jamnagar Polymer Plant,744.0,CEMS — Continuous,JAM-A-3534,No,Petchem,kg,PCB-JAMN-23828,MPCB (Maharashtra),MoEF Recognised,TR-2017Q2-715157
2017,Q2,Water,BOD,47.42,Jamnagar Polymer Plant,3000.0,Auto-sampler 24h composite,JAM-W-7463,No,Petchem,kg,PCB-JAMN-86369,MPCB (Maharashtra),MoEF Recognised,TR-2017Q2-132424
2017,Q2,Water,COD,173.23,Jamnagar Polymer Plant,8400.0,Manual grab sampling,JAM-W-9235,No,Petchem,kg,PCB-JAMN-86369,MPCB (Maharashtra),NABL + ISO 17025,TR-2017Q2-741767
2017,Q2,Water,TSS,79.22,Jamnagar Polymer Plant,5400.0,Auto-sampler 24h composite,JAM-W-2471,No,Petchem,kg,PCB-JAMN-86369,OSPCB (Odisha),ISO 17025,TR-2017Q2-555483
2017,Q2,Water,Oil & Grease,8.16,Jamnagar Polymer Plant,480.0,Online TOC analyser,JAM-W-3837,No,Petchem,kg,PCB-JAMN-86369,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q2-264320
2017,Q2,Water,Total Nitrogen,14.63,Jamnagar Polymer Plant,1080.0,Auto-sampler 24h composite,JAM-W-7396,No,Petchem,kg,PCB-JAMN-86369,MPCB (Maharashtra),External — DNV,TR-2017Q2-408393
2017,Q2,Water,Total Phosphorus,5.34,Jamnagar Polymer Plant,336.0,Auto-sampler 24h composite,JAM-W-3095,No,Petchem,kg,PCB-JAMN-86369,OSPCB (Odisha),ISO 17025,TR-2017Q2-330074
2017,Q2,Water,Heavy Metals (Pb),0.5,Jamnagar Polymer Plant,38.4,Auto-sampler 24h composite,JAM-W-9096,No,Petchem,kg,PCB-JAMN-86369,WBPCB (West Bengal),External — DNV,TR-2017Q2-120763
2017,Q2,Water,Heavy Metals (Hg),0.15,Jamnagar Polymer Plant,9.6,Auto-sampler 24h composite,JAM-W-3998,No,Petchem,kg,PCB-JAMN-86369,APPCB (Andhra Pradesh),ISO 17025,TR-2017Q2-127097
2017,Q2,Land,Hazardous Sludge,123.96,Jamnagar Polymer Plant,7440.0,Manifest reconciliation,JAM-L-2598,No,Petchem,kg,PCB-JAMN-44268,WBPCB (West Bengal),NABL,TR-2017Q2-244727
2017,Q2,Land,Spent Catalyst,63.99,Jamnagar Polymer Plant,4800.0,Lab analysis,JAM-L-4245,No,Petchem,kg,PCB-JAMN-44268,GPCB (Gujarat),NABL + ISO 17025,TR-2017Q2-500519
2017,Q2,Air,NOx,141.27,Vadodara Chemicals,10800.0,CEMS — Continuous,VAD-A-2738,No,Petchem,kg,PCB-VADO-35705,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q2-023848
2017,Q2,Air,SOx,194.27,Vadodara Chemicals,13200.0,Manual stack sampling,VAD-A-4564,No,Petchem,kg,PCB-VADO-35705,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q2-786589
2017,Q2,Air,PM10,28.67,Vadodara Chemicals,2160.0,CEMS — Continuous,VAD-A-7103,No,Petchem,kg,PCB-VADO-35705,GPCB (Gujarat),ISO 17025,TR-2017Q2-404770
2017,Q2,Air,PM2.5,13.71,Vadodara Chemicals,1320.0,CEMS — Continuous,VAD-A-1727,No,Petchem,kg,PCB-VADO-35705,WBPCB (West Bengal),External — DNV,TR-2017Q2-956319
2017,Q2,Air,VOC,42.78,Vadodara Chemicals,3840.0,CEMS — Continuous,VAD-A-5922,No,Petchem,kg,PCB-VADO-35705,GPCB (Gujarat),ISO 17025,TR-2017Q2-031280
2017,Q2,Air,CO,16.98,Vadodara Chemicals,1680.0,CEMS — Continuous,VAD-A-2451,No,Petchem,kg,PCB-VADO-35705,APPCB (Andhra Pradesh),NABL,TR-2017Q2-838811
2017,Q2,Air,NH3,7.31,Vadodara Chemicals,744.0,CEMS — Continuous,VAD-A-9025,No,Petchem,kg,PCB-VADO-35705,TNPCB (Tamil Nadu),MoEF Recognised,TR-2017Q2-366161
2017,Q2,Water,BOD,40.48,Vadodara Chemicals,3000.0,Online TOC analyser,VAD-W-7814,No,Petchem,kg,PCB-VADO-23842,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q2-509095
2017,Q2,Water,COD,71.16,Vadodara Chemicals,8400.0,Online TOC analyser,VAD-W-7801,No,Petchem,kg,PCB-VADO-23842,KSPCB (Karnataka),NABL + ISO 17025,TR-2017Q2-481958
2017,Q2,Water,TSS,77.11,Vadodara Chemicals,5400.0,Auto-sampler 24h composite,VAD-W-5981,No,Petchem,kg,PCB-VADO-23842,TNPCB (Tamil Nadu),ISO 17025,TR-2017Q2-314208
2017,Q2,Water,Oil & Grease,6.67,Vadodara Chemicals,480.0,Auto-sampler 24h composite,VAD-W-2568,No,Petchem,kg,PCB-VADO-23842,KSPCB (Karnataka),External — DNV,TR-2017Q2-752301
2017,Q2,Water,Total Nitrogen,13.43,Vadodara Chemicals,1080.0,Online TOC analyser,VAD-W-2815,No,Petchem,kg,PCB-VADO-23842,CPCB (Central PCB),ISO 17025,TR-2017Q2-271084
2017,Q2,Water,Total Phosphorus,2.75,Vadodara Chemicals,336.0,Auto-sampler 24h composite,VAD-W-3310,No,Petchem,kg,PCB-VADO-23842,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q2-349403
2017,Q2,Water,Heavy Metals (Pb),0.34,Vadodara Chemicals,38.4,Auto-sampler 24h composite,VAD-W-8484,No,Petchem,kg,PCB-VADO-23842,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q2-711479
2017,Q2,Water,Heavy Metals (Hg),0.08,Vadodara Chemicals,9.6,Auto-sampler 24h composite,VAD-W-3209,No,Petchem,kg,PCB-VADO-23842,APPCB (Andhra Pradesh),MoEF Recognised,TR-2017Q2-402906
2017,Q2,Land,Hazardous Sludge,74.71,Vadodara Chemicals,7440.0,Weighbridge data,VAD-L-1556,No,Petchem,kg,PCB-VADO-15265,MPCB (Maharashtra),MoEF Recognised,TR-2017Q2-355695
2017,Q2,Land,Spent Catalyst,59.36,Vadodara Chemicals,4800.0,Weighbridge data,VAD-L-8217,No,Petchem,kg,PCB-VADO-15265,KSPCB (Karnataka),NABL,TR-2017Q2-028854
2017,Q2,Air,NOx,92.65,Paradip Plant,10800.0,Manual stack sampling,PAR-A-7418,No,Petchem,kg,PCB-PARA-35978,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q2-555022
2017,Q2,Air,SOx,137.3,Paradip Plant,13200.0,CEMS — Continuous,PAR-A-9024,No,Petchem,kg,PCB-PARA-35978,OSPCB (Odisha),ISO 17025,TR-2017Q2-792280
2017,Q2,Air,PM10,17.94,Paradip Plant,2160.0,CEMS — Continuous,PAR-A-6182,No,Petchem,kg,PCB-PARA-35978,WBPCB (West Bengal),MoEF Recognised,TR-2017Q2-096094
2017,Q2,Air,PM2.5,9.38,Paradip Plant,1320.0,CEMS — Continuous,PAR-A-9524,No,Petchem,kg,PCB-PARA-35978,OSPCB (Odisha),ISO 17025,TR-2017Q2-013979
2017,Q2,Air,VOC,37.14,Paradip Plant,3840.0,CEMS — Continuous,PAR-A-1462,No,Petchem,kg,PCB-PARA-35978,MPCB (Maharashtra),External — DNV,TR-2017Q2-601883
2017,Q2,Air,CO,12.68,Paradip Plant,1680.0,CEMS — Continuous,PAR-A-9752,No,Petchem,kg,PCB-PARA-35978,KSPCB (Karnataka),External — DNV,TR-2017Q2-173509
2017,Q2,Air,NH3,5.87,Paradip Plant,744.0,CEMS — Continuous,PAR-A-1131,No,Petchem,kg,PCB-PARA-35978,WBPCB (West Bengal),ISO 17025,TR-2017Q2-127056
2017,Q2,Water,BOD,37.18,Paradip Plant,3000.0,Online TOC analyser,PAR-W-8815,No,Petchem,kg,PCB-PARA-95441,KSPCB (Karnataka),NABL + ISO 17025,TR-2017Q2-642993
2017,Q2,Water,COD,79.26,Paradip Plant,8400.0,Online TOC analyser,PAR-W-1186,No,Petchem,kg,PCB-PARA-95441,TNPCB (Tamil Nadu),ISO 17025,TR-2017Q2-329869
2017,Q2,Water,TSS,67.88,Paradip Plant,5400.0,Online TOC analyser,PAR-W-1648,No,Petchem,kg,PCB-PARA-95441,CPCB (Central PCB),NABL,TR-2017Q2-718472
2017,Q2,Water,Oil & Grease,3.74,Paradip Plant,480.0,Auto-sampler 24h composite,PAR-W-5939,No,Petchem,kg,PCB-PARA-95441,KSPCB (Karnataka),ISO 17025,TR-2017Q2-904390
2017,Q2,Water,Total Nitrogen,9.14,Paradip Plant,1080.0,Auto-sampler 24h composite,PAR-W-8444,No,Petchem,kg,PCB-PARA-95441,KSPCB (Karnataka),External — DNV,TR-2017Q2-273699
2017,Q2,Water,Total Phosphorus,2.3,Paradip Plant,336.0,Manual grab sampling,PAR-W-6681,No,Petchem,kg,PCB-PARA-95441,KSPCB (Karnataka),NABL + ISO 17025,TR-2017Q2-501492
2017,Q2,Water,Heavy Metals (Pb),0.31,Paradip Plant,38.4,Auto-sampler 24h composite,PAR-W-8145,No,Petchem,kg,PCB-PARA-95441,GPCB (Gujarat),External — DNV,TR-2017Q2-559390
2017,Q2,Water,Heavy Metals (Hg),0.08,Paradip Plant,9.6,Manual grab sampling,PAR-W-5778,No,Petchem,kg,PCB-PARA-95441,GPCB (Gujarat),NABL,TR-2017Q2-554995
2017,Q2,Land,Hazardous Sludge,79.01,Paradip Plant,7440.0,Manifest reconciliation,PAR-L-1775,No,Petchem,kg,PCB-PARA-15538,KSPCB (Karnataka),ISO 17025,TR-2017Q2-664371
2017,Q2,Land,Spent Catalyst,54.04,Paradip Plant,4800.0,Manifest reconciliation,PAR-L-5068,No,Petchem,kg,PCB-PARA-15538,CPCB (Central PCB),ISO 17025,TR-2017Q2-337530
2017,Q2,Air,NOx,65.24,Haldia Petchem,10800.0,CEMS — Continuous,HAL-A-5038,No,Petchem,kg,PCB-HALD-57241,WBPCB (West Bengal),NABL,TR-2017Q2-958867
2017,Q2,Air,SOx,100.77,Haldia Petchem,13200.0,CEMS — Continuous,HAL-A-3212,No,Petchem,kg,PCB-HALD-57241,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q2-196126
2017,Q2,Air,PM10,19.52,Haldia Petchem,2160.0,CEMS — Continuous,HAL-A-1737,No,Petchem,kg,PCB-HALD-57241,MPCB (Maharashtra),NABL,TR-2017Q2-386449
2017,Q2,Air,PM2.5,10.04,Haldia Petchem,1320.0,CEMS — Continuous,HAL-A-5921,No,Petchem,kg,PCB-HALD-57241,WBPCB (West Bengal),NABL + ISO 17025,TR-2017Q2-531435
2017,Q2,Air,VOC,29.47,Haldia Petchem,3840.0,CEMS — Continuous,HAL-A-5907,No,Petchem,kg,PCB-HALD-57241,TNPCB (Tamil Nadu),NABL,TR-2017Q2-030134
2017,Q2,Air,CO,14.67,Haldia Petchem,1680.0,Manual stack sampling,HAL-A-9291,No,Petchem,kg,PCB-HALD-57241,MPCB (Maharashtra),External — DNV,TR-2017Q2-442056
2017,Q2,Air,NH3,4.74,Haldia Petchem,744.0,CEMS — Continuous,HAL-A-9040,No,Petchem,kg,PCB-HALD-57241,OSPCB (Odisha),ISO 17025,TR-2017Q2-546983
2017,Q2,Water,BOD,22.71,Haldia Petchem,3000.0,Manual grab sampling,HAL-W-2783,No,Petchem,kg,PCB-HALD-32485,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q2-441743
2017,Q2,Water,COD,80.6,Haldia Petchem,8400.0,Auto-sampler 24h composite,HAL-W-1656,No,Petchem,kg,PCB-HALD-32485,OSPCB (Odisha),ISO 17025,TR-2017Q2-527980
2017,Q2,Water,TSS,43.02,Haldia Petchem,5400.0,Online TOC analyser,HAL-W-9950,No,Petchem,kg,PCB-HALD-32485,WBPCB (West Bengal),MoEF Recognised,TR-2017Q2-825231
2017,Q2,Water,Oil & Grease,3.64,Haldia Petchem,480.0,Auto-sampler 24h composite,HAL-W-6409,No,Petchem,kg,PCB-HALD-32485,TNPCB (Tamil Nadu),External — DNV,TR-2017Q2-309847
2017,Q2,Water,Total Nitrogen,8.14,Haldia Petchem,1080.0,Online TOC analyser,HAL-W-7974,No,Petchem,kg,PCB-HALD-32485,OSPCB (Odisha),MoEF Recognised,TR-2017Q2-131549
2017,Q2,Water,Total Phosphorus,2.14,Haldia Petchem,336.0,Online TOC analyser,HAL-W-7151,No,Petchem,kg,PCB-HALD-32485,MPCB (Maharashtra),ISO 17025,TR-2017Q2-712745
2017,Q2,Water,Heavy Metals (Pb),0.27,Haldia Petchem,38.4,Auto-sampler 24h composite,HAL-W-7675,No,Petchem,kg,PCB-HALD-32485,CPCB (Central PCB),NABL,TR-2017Q2-298459
2017,Q2,Water,Heavy Metals (Hg),0.07,Haldia Petchem,9.6,Auto-sampler 24h composite,HAL-W-6248,No,Petchem,kg,PCB-HALD-32485,WBPCB (West Bengal),External — DNV,TR-2017Q2-659242
2017,Q2,Land,Hazardous Sludge,72.78,Haldia Petchem,7440.0,Lab analysis,HAL-L-5525,No,Petchem,kg,PCB-HALD-80024,WBPCB (West Bengal),NABL,TR-2017Q2-096847
2017,Q2,Land,Spent Catalyst,34.98,Haldia Petchem,4800.0,Lab analysis,HAL-L-4376,No,Petchem,kg,PCB-HALD-80024,GPCB (Gujarat),NABL + ISO 17025,TR-2017Q2-831610
2017,Q2,Air,NOx,68.33,Gandhar Gas Cracker,10800.0,CEMS — Continuous,GAN-A-4193,No,Petchem,kg,PCB-GAND-10444,GPCB (Gujarat),MoEF Recognised,TR-2017Q2-708469
2017,Q2,Air,SOx,123.64,Gandhar Gas Cracker,13200.0,CEMS — Continuous,GAN-A-3249,No,Petchem,kg,PCB-GAND-10444,APPCB (Andhra Pradesh),NABL,TR-2017Q2-471211
2017,Q2,Air,PM10,16.52,Gandhar Gas Cracker,2160.0,Manual stack sampling,GAN-A-2582,No,Petchem,kg,PCB-GAND-10444,KSPCB (Karnataka),ISO 17025,TR-2017Q2-910607
2017,Q2,Air,PM2.5,9.93,Gandhar Gas Cracker,1320.0,Manual stack sampling,GAN-A-7379,No,Petchem,kg,PCB-GAND-10444,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q2-147970
2017,Q2,Air,VOC,35.18,Gandhar Gas Cracker,3840.0,CEMS — Continuous,GAN-A-3763,No,Petchem,kg,PCB-GAND-10444,APPCB (Andhra Pradesh),MoEF Recognised,TR-2017Q2-015216
2017,Q2,Air,CO,10.35,Gandhar Gas Cracker,1680.0,Manual stack sampling,GAN-A-1136,No,Petchem,kg,PCB-GAND-10444,KSPCB (Karnataka),External — DNV,TR-2017Q2-154190
2017,Q2,Air,NH3,4.97,Gandhar Gas Cracker,744.0,Manual stack sampling,GAN-A-6906,No,Petchem,kg,PCB-GAND-10444,WBPCB (West Bengal),ISO 17025,TR-2017Q2-390548
2017,Q2,Water,BOD,20.98,Gandhar Gas Cracker,3000.0,Auto-sampler 24h composite,GAN-W-7989,No,Petchem,kg,PCB-GAND-82513,OSPCB (Odisha),NABL,TR-2017Q2-496523
2017,Q2,Water,COD,66.44,Gandhar Gas Cracker,8400.0,Manual grab sampling,GAN-W-9116,No,Petchem,kg,PCB-GAND-82513,CPCB (Central PCB),ISO 17025,TR-2017Q2-605840
2017,Q2,Water,TSS,50.56,Gandhar Gas Cracker,5400.0,Auto-sampler 24h composite,GAN-W-4666,No,Petchem,kg,PCB-GAND-82513,CPCB (Central PCB),ISO 17025,TR-2017Q2-442501
2017,Q2,Water,Oil & Grease,2.54,Gandhar Gas Cracker,480.0,Manual grab sampling,GAN-W-4363,No,Petchem,kg,PCB-GAND-82513,GPCB (Gujarat),NABL + ISO 17025,TR-2017Q2-628419
2017,Q2,Water,Total Nitrogen,5.67,Gandhar Gas Cracker,1080.0,Manual grab sampling,GAN-W-6870,No,Petchem,kg,PCB-GAND-82513,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q2-044294
2017,Q2,Water,Total Phosphorus,1.96,Gandhar Gas Cracker,336.0,Auto-sampler 24h composite,GAN-W-3621,No,Petchem,kg,PCB-GAND-82513,KSPCB (Karnataka),NABL + ISO 17025,TR-2017Q2-965974
2017,Q2,Water,Heavy Metals (Pb),0.17,Gandhar Gas Cracker,38.4,Online TOC analyser,GAN-W-7169,No,Petchem,kg,PCB-GAND-82513,GPCB (Gujarat),ISO 17025,TR-2017Q2-045230
2017,Q2,Land,Hazardous Sludge,47.23,Gandhar Gas Cracker,7440.0,Lab analysis,GAN-L-9241,No,Petchem,kg,PCB-GAND-80004,WBPCB (West Bengal),ISO 17025,TR-2017Q2-401014
2017,Q2,Land,Spent Catalyst,29.63,Gandhar Gas Cracker,4800.0,Manifest reconciliation,GAN-L-1468,No,Petchem,kg,PCB-GAND-80004,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q2-344232
2017,Q2,Air,NOx,58.95,Dahej Industrial Cluster,10800.0,Manual stack sampling,DAH-A-8627,No,Petchem,kg,PCB-DAHE-21440,APPCB (Andhra Pradesh),External — DNV,TR-2017Q2-752199
2017,Q2,Air,SOx,114.74,Dahej Industrial Cluster,13200.0,Manual stack sampling,DAH-A-9547,No,Petchem,kg,PCB-DAHE-21440,GPCB (Gujarat),External — DNV,TR-2017Q2-989457
2017,Q2,Air,PM10,17.33,Dahej Industrial Cluster,2160.0,CEMS — Continuous,DAH-A-7611,No,Petchem,kg,PCB-DAHE-21440,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q2-101083
2017,Q2,Air,PM2.5,9.43,Dahej Industrial Cluster,1320.0,CEMS — Continuous,DAH-A-5441,No,Petchem,kg,PCB-DAHE-21440,CPCB (Central PCB),NABL,TR-2017Q2-462173
2017,Q2,Air,VOC,34.22,Dahej Industrial Cluster,3840.0,CEMS — Continuous,DAH-A-9033,No,Petchem,kg,PCB-DAHE-21440,MPCB (Maharashtra),NABL,TR-2017Q2-744767
2017,Q2,Air,CO,11.1,Dahej Industrial Cluster,1680.0,CEMS — Continuous,DAH-A-6165,No,Petchem,kg,PCB-DAHE-21440,MPCB (Maharashtra),NABL,TR-2017Q2-344665
2017,Q2,Air,NH3,6.25,Dahej Industrial Cluster,744.0,Manual stack sampling,DAH-A-5214,No,Petchem,kg,PCB-DAHE-21440,MPCB (Maharashtra),External — DNV,TR-2017Q2-680969
2017,Q2,Water,BOD,23.49,Dahej Industrial Cluster,3000.0,Manual grab sampling,DAH-W-2343,No,Petchem,kg,PCB-DAHE-85420,GPCB (Gujarat),External — DNV,TR-2017Q2-035119
2017,Q2,Water,COD,47.02,Dahej Industrial Cluster,8400.0,Manual grab sampling,DAH-W-7530,No,Petchem,kg,PCB-DAHE-85420,MPCB (Maharashtra),NABL,TR-2017Q2-258741
2017,Q2,Water,TSS,42.18,Dahej Industrial Cluster,5400.0,Online TOC analyser,DAH-W-4304,No,Petchem,kg,PCB-DAHE-85420,WBPCB (West Bengal),NABL + ISO 17025,TR-2017Q2-831622
2017,Q2,Water,Oil & Grease,3.54,Dahej Industrial Cluster,480.0,Auto-sampler 24h composite,DAH-W-7717,No,Petchem,kg,PCB-DAHE-85420,TNPCB (Tamil Nadu),NABL,TR-2017Q2-167015
2017,Q2,Water,Total Nitrogen,8.77,Dahej Industrial Cluster,1080.0,Auto-sampler 24h composite,DAH-W-3516,No,Petchem,kg,PCB-DAHE-85420,GPCB (Gujarat),MoEF Recognised,TR-2017Q2-655172
2017,Q2,Water,Total Phosphorus,2.92,Dahej Industrial Cluster,336.0,Auto-sampler 24h composite,DAH-W-6975,No,Petchem,kg,PCB-DAHE-85420,TNPCB (Tamil Nadu),External — DNV,TR-2017Q2-427379
2017,Q2,Water,Heavy Metals (Pb),0.17,Dahej Industrial Cluster,38.4,Online TOC analyser,DAH-W-1801,No,Petchem,kg,PCB-DAHE-85420,CPCB (Central PCB),External — DNV,TR-2017Q2-434351
2017,Q2,Water,Heavy Metals (Hg),0.06,Dahej Industrial Cluster,9.6,Auto-sampler 24h composite,DAH-W-3122,No,Petchem,kg,PCB-DAHE-85420,TNPCB (Tamil Nadu),External — DNV,TR-2017Q2-373876
2017,Q2,Land,Hazardous Sludge,47.59,Dahej Industrial Cluster,7440.0,Weighbridge data,DAH-L-8729,No,Petchem,kg,PCB-DAHE-82911,OSPCB (Odisha),MoEF Recognised,TR-2017Q2-790135
2017,Q2,Land,Spent Catalyst,29.48,Dahej Industrial Cluster,4800.0,Lab analysis,DAH-L-7114,No,Petchem,kg,PCB-DAHE-82911,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q2-955110
2017,Q2,Air,NOx,88.44,Nagothane Plant,10800.0,CEMS — Continuous,NAG-A-5878,No,Petchem,kg,PCB-NAGO-32328,MPCB (Maharashtra),External — DNV,TR-2017Q2-428712
2017,Q2,Air,SOx,109.93,Nagothane Plant,13200.0,CEMS — Continuous,NAG-A-3296,No,Petchem,kg,PCB-NAGO-32328,WBPCB (West Bengal),ISO 17025,TR-2017Q2-256643
2017,Q2,Air,PM10,17.12,Nagothane Plant,2160.0,CEMS — Continuous,NAG-A-6138,No,Petchem,kg,PCB-NAGO-32328,MPCB (Maharashtra),ISO 17025,TR-2017Q2-777595
2017,Q2,Air,PM2.5,6.88,Nagothane Plant,1320.0,CEMS — Continuous,NAG-A-2796,No,Petchem,kg,PCB-NAGO-32328,OSPCB (Odisha),NABL,TR-2017Q2-182311
2017,Q2,Air,VOC,21.93,Nagothane Plant,3840.0,Manual stack sampling,NAG-A-2834,No,Petchem,kg,PCB-NAGO-32328,GPCB (Gujarat),MoEF Recognised,TR-2017Q2-770215
2017,Q2,Air,CO,10.93,Nagothane Plant,1680.0,Manual stack sampling,NAG-A-3416,No,Petchem,kg,PCB-NAGO-32328,OSPCB (Odisha),External — DNV,TR-2017Q2-829681
2017,Q2,Air,NH3,3.5,Nagothane Plant,744.0,CEMS — Continuous,NAG-A-3165,No,Petchem,kg,PCB-NAGO-32328,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q2-253366
2017,Q2,Water,BOD,16.35,Nagothane Plant,3000.0,Online TOC analyser,NAG-W-8918,No,Petchem,kg,PCB-NAGO-14397,APPCB (Andhra Pradesh),External — DNV,TR-2017Q2-640658
2017,Q2,Water,COD,62.35,Nagothane Plant,8400.0,Manual grab sampling,NAG-W-6836,No,Petchem,kg,PCB-NAGO-14397,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q2-472828
2017,Q2,Water,TSS,38.6,Nagothane Plant,5400.0,Auto-sampler 24h composite,NAG-W-6946,No,Petchem,kg,PCB-NAGO-14397,GPCB (Gujarat),NABL + ISO 17025,TR-2017Q2-575513
2017,Q2,Water,Oil & Grease,2.96,Nagothane Plant,480.0,Online TOC analyser,NAG-W-3533,No,Petchem,kg,PCB-NAGO-14397,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q2-761431
2017,Q2,Water,Total Nitrogen,6.85,Nagothane Plant,1080.0,Auto-sampler 24h composite,NAG-W-8675,No,Petchem,kg,PCB-NAGO-14397,APPCB (Andhra Pradesh),External — DNV,TR-2017Q2-932633
2017,Q2,Water,Total Phosphorus,2.38,Nagothane Plant,336.0,Manual grab sampling,NAG-W-4550,No,Petchem,kg,PCB-NAGO-14397,GPCB (Gujarat),MoEF Recognised,TR-2017Q2-911660
2017,Q2,Water,Heavy Metals (Pb),0.18,Nagothane Plant,38.4,Online TOC analyser,NAG-W-9449,No,Petchem,kg,PCB-NAGO-14397,WBPCB (West Bengal),NABL,TR-2017Q2-702349
