year,category,subcategory,metric,value,unit,location,source
2015,Gender,Overall | India - West,Female representation %,22.17,%,India - West,HRIS extract
2015,Age,Leadership <40 | India - West,Headcount,1652,count,India - West,HRIS extract
2015,Age,Leadership <40 | India - West,Share of total %,6.93,%,India - West,HRIS extract
2015,Age,Leadership <40 | India - North,Headcount,134,count,India - North,HRIS extract
2015,Age,Leadership <40 | India - North,Share of total %,24.71,%,India - North,HRIS extract
2015,Age,Leadership <40 | India - South,Headcount,2210,count,India - South,HRIS extract
2015,Age,Leadership <40 | India - South,Share of total %,19.46,%,India - South,HRIS extract
2015,Age,Leadership <40 | India - East,Headcount,2489,count,India - East,HRIS extract
2015,Age,Leadership <40 | India - East,Share of total %,36.44,%,India - East,HRIS extract
2015,Age,Leadership <40 | India - Central,Headcount,3098,count,India - Central,HRIS extract
2015,Age,Leadership <40 | India - Central,Share of total %,19.35,%,India - Central,HRIS extract
2015,Age,Leadership <40 | India - North-East,Headcount,2245,count,India - North-East,HRIS extract
2015,Age,Leadership <40 | India - North-East,Share of total %,7.66,%,India - North-East,HRIS extract
2015,Age,Leadership <40 | Asia ex-India - SE Asia,Headcount,1695,count,Asia ex-India - SE Asia,HRIS extract
2015,Age,Leadership <40 | Asia ex-India - SE Asia,Share of total %,23.7,%,Asia ex-India - SE Asia,HRIS extract
2015,Age,Leadership <40 | Asia ex-India - East Asia,Headcount,1597,count,Asia ex-India - East Asia,HRIS extract
2015,Age,Leadership <40 | Asia ex-India - East Asia,Share of total %,16.77,%,Asia ex-India - East Asia,HRIS extract
2015,Age,Leadership <40 | Middle East & Africa,Headcount,2827,count,Middle East & Africa,HRIS extract
2015,Age,Leadership <40 | Middle East & Africa,Share of total %,12.96,%,Middle East & Africa,HRIS extract
2015,Age,Leadership <40 | EMEA - Western Europe,Headcount,1583,count,EMEA - Western Europe,HRIS extract
2015,Age,Leadership <40 | EMEA - Western Europe,Share of total %,10.43,%,EMEA - Western Europe,HRIS extract
2015,Age,Leadership <40 | EMEA - Eastern Europe,Headcount,1234,count,EMEA - Eastern Europe,HRIS extract
2015,Age,Leadership <40 | EMEA - Eastern Europe,Share of total %,34.88,%,EMEA - Eastern Europe,HRIS extract
2015,Age,Leadership <40 | Americas - North,Headcount,3437,count,Americas - North,HRIS extract
2015,Age,Leadership <40 | Americas - North,Share of total %,15.56,%,Americas - North,HRIS extract
2015,Age,Leadership <40 | Americas - LatAm,Headcount,2681,count,Americas - LatAm,HRIS extract
2015,Age,Leadership <40 | Americas - LatAm,Share of total %,7.97,%,Americas - LatAm,HRIS extract
2015,Age,Leadership 40-55 | India - West,Headcount,623,count,India - West,HRIS extract
2015,Age,Leadership 40-55 | India - West,Share of total %,6.0,%,India - West,HRIS extract
2015,Age,Leadership 40-55 | India - North,Headcount,669,count,India - North,HRIS extract
2015,Age,Leadership 40-55 | India - North,Share of total %,38.11,%,India - North,HRIS extract
2015,Age,Leadership 40-55 | India - South,Headcount,220,count,India - South,HRIS extract
2015,Age,Leadership 40-55 | India - South,Share of total %,25.33,%,India - South,HRIS extract
2015,Age,Leadership 40-55 | India - East,Headcount,2461,count,India - East,HRIS extract
2015,Age,Leadership 40-55 | India - East,Share of total %,9.77,%,India - East,HRIS extract
2015,Age,Leadership 40-55 | India - Central,Headcount,3307,count,India - Central,HRIS extract
2015,Age,Leadership 40-55 | India - Central,Share of total %,38.68,%,India - Central,HRIS extract
2015,Age,Leadership 40-55 | India - North-East,Headcount,2711,count,India - North-East,HRIS extract
2015,Age,Leadership 40-55 | India - North-East,Share of total %,25.78,%,India - North-East,HRIS extract
2015,Age,Leadership 40-55 | Asia ex-India - SE Asia,Headcount,1984,count,Asia ex-India - SE Asia,HRIS extract
2015,Age,Leadership 40-55 | Asia ex-India - SE Asia,Share of total %,14.53,%,Asia ex-India - SE Asia,HRIS extract
2015,Age,Leadership 40-55 | Asia ex-India - East Asia,Headcount,2535,count,Asia ex-India - East Asia,HRIS extract
2015,Age,Leadership 40-55 | Asia ex-India - East Asia,Share of total %,5.51,%,Asia ex-India - East Asia,HRIS extract
2015,Age,Leadership 40-55 | Middle East & Africa,Headcount,1199,count,Middle East & Africa,HRIS extract
2015,Age,Leadership 40-55 | Middle East & Africa,Share of total %,15.9,%,Middle East & Africa,HRIS extract
2015,Age,Leadership 40-55 | EMEA - Western Europe,Headcount,661,count,EMEA - Western Europe,HRIS extract
2015,Age,Leadership 40-55 | EMEA - Western Europe,Share of total %,35.04,%,EMEA - Western Europe,HRIS extract
2015,Age,Leadership 40-55 | EMEA - Eastern Europe,Headcount,2584,count,EMEA - Eastern Europe,HRIS extract
2015,Age,Leadership 40-55 | EMEA - Eastern Europe,Share of total %,9.15,%,EMEA - Eastern Europe,HRIS extract
2015,Age,Leadership 40-55 | Americas - North,Headcount,3423,count,Americas - North,HRIS extract
2015,Age,Leadership 40-55 | Americas - North,Share of total %,9.85,%,Americas - North,HRIS extract
2015,Age,Leadership 40-55 | Americas - LatAm,Headcount,1943,count,Americas - LatAm,HRIS extract
2015,Age,Leadership 40-55 | Americas - LatAm,Share of total %,23.87,%,Americas - LatAm,HRIS extract
2015,Age,Leadership >55 | India - West,Headcount,862,count,India - West,HRIS extract
2015,Age,Leadership >55 | India - West,Share of total %,26.22,%,India - West,HRIS extract
2015,Age,Leadership >55 | India - North,Headcount,420,count,India - North,HRIS extract
2015,Age,Leadership >55 | India - North,Share of total %,14.23,%,India - North,HRIS extract
2015,Age,Leadership >55 | India - South,Headcount,283,count,India - South,HRIS extract
2015,Age,Leadership >55 | India - South,Share of total %,18.24,%,India - South,HRIS extract
2015,Age,Leadership >55 | India - East,Headcount,2157,count,India - East,HRIS extract
2015,Age,Leadership >55 | India - East,Share of total %,26.12,%,India - East,HRIS extract
2015,Age,Leadership >55 | India - Central,Headcount,217,count,India - Central,HRIS extract
2015,Age,Leadership >55 | India - Central,Share of total %,23.61,%,India - Central,HRIS extract
2015,Age,Leadership >55 | India - North-East,Headcount,3087,count,India - North-East,HRIS extract
2015,Age,Leadership >55 | India - North-East,Share of total %,17.59,%,India - North-East,HRIS extract
2015,Age,Leadership >55 | Asia ex-India - SE Asia,Headcount,2922,count,Asia ex-India - SE Asia,HRIS extract
2015,Age,Leadership >55 | Asia ex-India - SE Asia,Share of total %,27.07,%,Asia ex-India - SE Asia,HRIS extract
2015,Age,Leadership >55 | Asia ex-India - East Asia,Headcount,1603,count,Asia ex-India - East Asia,HRIS extract
2015,Age,Leadership >55 | Asia ex-India - East Asia,Share of total %,37.8,%,Asia ex-India - East Asia,HRIS extract
2015,Age,Leadership >55 | Middle East & Africa,Headcount,773,count,Middle East & Africa,HRIS extract
2015,Age,Leadership >55 | Middle East & Africa,Share of total %,42.07,%,Middle East & Africa,HRIS extract
2015,Age,Leadership >55 | EMEA - Western Europe,Headcount,1948,count,EMEA - Western Europe,HRIS extract
2015,Age,Leadership >55 | EMEA - Western Europe,Share of total %,30.92,%,EMEA - Western Europe,HRIS extract
2015,Age,Leadership >55 | EMEA - Eastern Europe,Headcount,2026,count,EMEA - Eastern Europe,HRIS extract
2015,Age,Leadership >55 | EMEA - Eastern Europe,Share of total %,9.02,%,EMEA - Eastern Europe,HRIS extract
2015,Age,Leadership >55 | Americas - North,Headcount,2478,count,Americas - North,HRIS extract
2015,Age,Leadership >55 | Americas - North,Share of total %,12.12,%,Americas - North,HRIS extract
2015,Age,Leadership >55 | Americas - LatAm,Headcount,1713,count,Americas - LatAm,HRIS extract
2015,Age,Leadership >55 | Americas - LatAm,Share of total %,37.99,%,Americas - LatAm,HRIS extract
2015,Age,New Hires <30 | India - West,Headcount,801,count,India - West,HRIS extract
2015,Age,New Hires <30 | India - West,Share of total %,8.07,%,India - West,HRIS extract
2015,Age,New Hires <30 | India - North,Headcount,1145,count,India - North,HRIS extract
2015,Age,New Hires <30 | India - North,Share of total %,29.79,%,India - North,HRIS extract
2015,Age,New Hires <30 | India - South,Headcount,2427,count,India - South,HRIS extract
2015,Age,New Hires <30 | India - South,Share of total %,5.11,%,India - South,HRIS extract
2015,Age,New Hires <30 | India - East,Headcount,3202,count,India - East,HRIS extract
2015,Age,New Hires <30 | India - East,Share of total %,37.08,%,India - East,HRIS extract
2015,Age,New Hires <30 | India - Central,Headcount,591,count,India - Central,HRIS extract
2015,Age,New Hires <30 | India - Central,Share of total %,22.44,%,India - Central,HRIS extract
2015,Age,New Hires <30 | India - North-East,Headcount,326,count,India - North-East,HRIS extract
2015,Age,New Hires <30 | India - North-East,Share of total %,17.84,%,India - North-East,HRIS extract
2015,Age,New Hires <30 | Asia ex-India - SE Asia,Headcount,1020,count,Asia ex-India - SE Asia,HRIS extract
2015,Age,New Hires <30 | Asia ex-India - SE Asia,Share of total %,18.83,%,Asia ex-India - SE Asia,HRIS extract
2015,Age,New Hires <30 | Asia ex-India - East Asia,Headcount,1314,count,Asia ex-India - East Asia,HRIS extract
2015,Age,New Hires <30 | Asia ex-India - East Asia,Share of total %,13.65,%,Asia ex-India - East Asia,HRIS extract
2015,Age,New Hires <30 | Middle East & Africa,Headcount,3124,count,Middle East & Africa,HRIS extract
2015,Age,New Hires <30 | Middle East & Africa,Share of total %,30.5,%,Middle East & Africa,HRIS extract
2015,Age,New Hires <30 | EMEA - Western Europe,Headcount,879,count,EMEA - Western Europe,HRIS extract
2015,Age,New Hires <30 | EMEA - Western Europe,Share of total %,44.09,%,EMEA - Western Europe,HRIS extract
2015,Age,New Hires <30 | EMEA - Eastern Europe,Headcount,501,count,EMEA - Eastern Europe,HRIS extract
2015,Age,New Hires <30 | EMEA - Eastern Europe,Share of total %,14.43,%,EMEA - Eastern Europe,HRIS extract
2015,Age,New Hires <30 | Americas - North,Headcount,2174,count,Americas - North,HRIS extract
2015,Age,New Hires <30 | Americas - North,Share of total %,37.33,%,Americas - North,HRIS extract
2015,Age,New Hires <30 | Americas - LatAm,Headcount,1715,count,Americas - LatAm,HRIS extract
2015,Age,New Hires <30 | Americas - LatAm,Share of total %,40.76,%,Americas - LatAm,HRIS extract
2015,Age,Voluntary Attrition <30 | India - West,Headcount,272,count,India - West,HRIS extract
2015,Age,Voluntary Attrition <30 | India - West,Share of total %,42.87,%,India - West,HRIS extract
2015,Age,Voluntary Attrition <30 | India - North,Headcount,3052,count,India - North,HRIS extract
2015,Age,Voluntary Attrition <30 | India - North,Share of total %,33.95,%,India - North,HRIS extract
2015,Age,Voluntary Attrition <30 | India - South,Headcount,181,count,India - South,HRIS extract
2015,Age,Voluntary Attrition <30 | India - South,Share of total %,16.63,%,India - South,HRIS extract
2015,Age,Voluntary Attrition <30 | India - East,Headcount,1841,count,India - East,HRIS extract
2015,Age,Voluntary Attrition <30 | India - East,Share of total %,13.72,%,India - East,HRIS extract
2015,Age,Voluntary Attrition <30 | India - Central,Headcount,3336,count,India - Central,HRIS extract
2015,Age,Voluntary Attrition <30 | India - Central,Share of total %,11.64,%,India - Central,HRIS extract
2015,Age,Voluntary Attrition <30 | India - North-East,Headcount,2156,count,India - North-East,HRIS extract
2015,Age,Voluntary Attrition <30 | India - North-East,Share of total %,30.38,%,India - North-East,HRIS extract
2015,Age,Voluntary Attrition <30 | Asia ex-India - SE Asia,Headcount,974,count,Asia ex-India - SE Asia,HRIS extract
2015,Age,Voluntary Attrition <30 | Asia ex-India - SE Asia,Share of total %,29.92,%,Asia ex-India - SE Asia,HRIS extract
2015,Age,Voluntary Attrition <30 | Asia ex-India - East Asia,Headcount,3253,count,Asia ex-India - East Asia,HRIS extract
2015,Age,Voluntary Attrition <30 | Asia ex-India - East Asia,Share of total %,13.7,%,Asia ex-India - East Asia,HRIS extract
2015,Age,Voluntary Attrition <30 | Middle East & Africa,Headcount,1234,count,Middle East & Africa,HRIS extract
2015,Age,Voluntary Attrition <30 | Middle East & Africa,Share of total %,21.49,%,Middle East & Africa,HRIS extract
2015,Age,Voluntary Attrition <30 | EMEA - Western Europe,Headcount,287,count,EMEA - Western Europe,HRIS extract
2015,Age,Voluntary Attrition <30 | EMEA - Western Europe,Share of total %,43.76,%,EMEA - Western Europe,HRIS extract
2015,Age,Voluntary Attrition <30 | EMEA - Eastern Europe,Headcount,2459,count,EMEA - Eastern Europe,HRIS extract
2015,Age,Voluntary Attrition <30 | EMEA - Eastern Europe,Share of total %,15.38,%,EMEA - Eastern Europe,HRIS extract
2015,Age,Voluntary Attrition <30 | Americas - North,Headcount,832,count,Americas - North,HRIS extract
2015,Age,Voluntary Attrition <30 | Americas - North,Share of total %,5.16,%,Americas - North,HRIS extract
2015,Age,Voluntary Attrition <30 | Americas - LatAm,Headcount,1623,count,Americas - LatAm,HRIS extract
2015,Age,Voluntary Attrition <30 | Americas - LatAm,Share of total %,9.44,%,Americas - LatAm,HRIS extract
2015,Age,Voluntary Attrition >50 | India - West,Headcount,2877,count,India - West,HRIS extract
2015,Age,Voluntary Attrition >50 | India - West,Share of total %,20.31,%,India - West,HRIS extract
2015,Age,Voluntary Attrition >50 | India - North,Headcount,1615,count,India - North,HRIS extract
2015,Age,Voluntary Attrition >50 | India - North,Share of total %,30.99,%,India - North,HRIS extract
2015,Age,Voluntary Attrition >50 | India - South,Headcount,1865,count,India - South,HRIS extract
2015,Age,Voluntary Attrition >50 | India - South,Share of total %,9.48,%,India - South,HRIS extract
2015,Age,Voluntary Attrition >50 | India - East,Headcount,83,count,India - East,HRIS extract
2015,Age,Voluntary Attrition >50 | India - East,Share of total %,6.48,%,India - East,HRIS extract
2015,Age,Voluntary Attrition >50 | India - Central,Headcount,3088,count,India - Central,HRIS extract
2015,Age,Voluntary Attrition >50 | India - Central,Share of total %,38.13,%,India - Central,HRIS extract
2015,Age,Voluntary Attrition >50 | India - North-East,Headcount,1689,count,India - North-East,HRIS extract
2015,Age,Voluntary Attrition >50 | India - North-East,Share of total %,17.26,%,India - North-East,HRIS extract
2015,Age,Voluntary Attrition >50 | Asia ex-India - SE Asia,Headcount,1939,count,Asia ex-India - SE Asia,HRIS extract
2015,Age,Voluntary Attrition >50 | Asia ex-India - SE Asia,Share of total %,25.96,%,Asia ex-India - SE Asia,HRIS extract
2015,Age,Voluntary Attrition >50 | Asia ex-India - East Asia,Headcount,2574,count,Asia ex-India - East Asia,HRIS extract
2015,Age,Voluntary Attrition >50 | Asia ex-India - East Asia,Share of total %,30.05,%,Asia ex-India - East Asia,HRIS extract
2015,Age,Voluntary Attrition >50 | Middle East & Africa,Headcount,2079,count,Middle East & Africa,HRIS extract
2015,Age,Voluntary Attrition >50 | Middle East & Africa,Share of total %,34.77,%,Middle East & Africa,HRIS extract
2015,Age,Voluntary Attrition >50 | EMEA - Western Europe,Headcount,3083,count,EMEA - Western Europe,HRIS extract
2015,Age,Voluntary Attrition >50 | EMEA - Western Europe,Share of total %,33.25,%,EMEA - Western Europe,HRIS extract
2015,Age,Voluntary Attrition >50 | EMEA - Eastern Europe,Headcount,2455,count,EMEA - Eastern Europe,HRIS extract
2015,Age,Voluntary Attrition >50 | EMEA - Eastern Europe,Share of total %,12.19,%,EMEA - Eastern Europe,HRIS extract
2015,Age,Voluntary Attrition >50 | Americas - North,Headcount,1541,count,Americas - North,HRIS extract
2015,Age,Voluntary Attrition >50 | Americas - North,Share of total %,27.87,%,Americas - North,HRIS extract
2015,Age,Voluntary Attrition >50 | Americas - LatAm,Headcount,2441,count,Americas - LatAm,HRIS extract
2015,Age,Voluntary Attrition >50 | Americas - LatAm,Share of total %,13.27,%,Americas - LatAm,HRIS extract
2015,Disability,Overall | India - West,Differently abled %,2.83,%,India - West,HRIS extract
2015,Disability,Overall | India - West,Headcount,12,count,India - West,HRIS extract
2015,Disability,Overall | India - North,Differently abled %,1.69,%,India - North,HRIS extract
2015,Disability,Overall | India - North,Headcount,140,count,India - North,HRIS extract
2015,Disability,Overall | India - South,Differently abled %,0.57,%,India - South,HRIS extract
2015,Disability,Overall | India - South,Headcount,93,count,India - South,HRIS extract
2015,Disability,Overall | India - East,Differently abled %,3.17,%,India - East,HRIS extract
2015,Disability,Overall | India - East,Headcount,102,count,India - East,HRIS extract
2015,Disability,Overall | India - Central,Differently abled %,0.71,%,India - Central,HRIS extract
2015,Disability,Overall | India - Central,Headcount,6,count,India - Central,HRIS extract
2015,Disability,Overall | India - North-East,Differently abled %,1.27,%,India - North-East,HRIS extract
2015,Disability,Overall | India - North-East,Headcount,69,count,India - North-East,HRIS extract
2015,Disability,Overall | Asia ex-India - SE Asia,Differently abled %,1.85,%,Asia ex-India - SE Asia,HRIS extract
2015,Disability,Overall | Asia ex-India - SE Asia,Headcount,111,count,Asia ex-India - SE Asia,HRIS extract
2015,Disability,Overall | Asia ex-India - East Asia,Differently abled %,2.03,%,Asia ex-India - East Asia,HRIS extract
2015,Disability,Overall | Asia ex-India - East Asia,Headcount,5,count,Asia ex-India - East Asia,HRIS extract
2015,Disability,Overall | Middle East & Africa,Differently abled %,3.36,%,Middle East & Africa,HRIS extract
2015,Disability,Overall | Middle East & Africa,Headcount,75,count,Middle East & Africa,HRIS extract
2015,Disability,Overall | EMEA - Western Europe,Differently abled %,1.82,%,EMEA - Western Europe,HRIS extract
2015,Disability,Overall | EMEA - Western Europe,Headcount,72,count,EMEA - Western Europe,HRIS extract
2015,Disability,Overall | EMEA - Eastern Europe,Differently abled %,2.14,%,EMEA - Eastern Europe,HRIS extract
2015,Disability,Overall | EMEA - Eastern Europe,Headcount,103,count,EMEA - Eastern Europe,HRIS extract
2015,Disability,Overall | Americas - North,Differently abled %,2.97,%,Americas - North,HRIS extract
2015,Disability,Overall | Americas - North,Headcount,88,count,Americas - North,HRIS extract
2015,Disability,Overall | Americas - LatAm,Differently abled %,2.75,%,Americas - LatAm,HRIS extract
2015,Disability,Overall | Americas - LatAm,Headcount,39,count,Americas - LatAm,HRIS extract
2015,Disability,Leadership | India - West,Differently abled %,1.81,%,India - West,HRIS extract
2015,Disability,Leadership | India - West,Headcount,36,count,India - West,HRIS extract
2015,Disability,Leadership | India - North,Differently abled %,0.95,%,India - North,HRIS extract
2015,Disability,Leadership | India - North,Headcount,92,count,India - North,HRIS extract
2015,Disability,Leadership | India - South,Differently abled %,0.89,%,India - South,HRIS extract
2015,Disability,Leadership | India - South,Headcount,71,count,India - South,HRIS extract
2015,Disability,Leadership | India - East,Differently abled %,2.87,%,India - East,HRIS extract
2015,Disability,Leadership | India - East,Headcount,23,count,India - East,HRIS extract
2015,Disability,Leadership | India - Central,Differently abled %,2.72,%,India - Central,HRIS extract
2015,Disability,Leadership | India - Central,Headcount,70,count,India - Central,HRIS extract
2015,Disability,Leadership | India - North-East,Differently abled %,2.73,%,India - North-East,HRIS extract
2015,Disability,Leadership | India - North-East,Headcount,128,count,India - North-East,HRIS extract
2015,Disability,Leadership | Asia ex-India - SE Asia,Differently abled %,3.41,%,Asia ex-India - SE Asia,HRIS extract
2015,Disability,Leadership | Asia ex-India - SE Asia,Headcount,35,count,Asia ex-India - SE Asia,HRIS extract
2015,Disability,Leadership | Asia ex-India - East Asia,Differently abled %,0.45,%,Asia ex-India - East Asia,HRIS extract
2015,Disability,Leadership | Asia ex-India - East Asia,Headcount,20,count,Asia ex-India - East Asia,HRIS extract
2015,Disability,Leadership | Middle East & Africa,Differently abled %,2.98,%,Middle East & Africa,HRIS extract
2015,Disability,Leadership | Middle East & Africa,Headcount,86,count,Middle East & Africa,HRIS extract
2015,Disability,Leadership | EMEA - Western Europe,Differently abled %,3.22,%,EMEA - Western Europe,HRIS extract
2015,Disability,Leadership | EMEA - Western Europe,Headcount,60,count,EMEA - Western Europe,HRIS extract
2015,Disability,Leadership | EMEA - Eastern Europe,Differently abled %,1.96,%,EMEA - Eastern Europe,HRIS extract
2015,Disability,Leadership | EMEA - Eastern Europe,Headcount,119,count,EMEA - Eastern Europe,HRIS extract
2015,Disability,Leadership | Americas - North,Differently abled %,2.82,%,Americas - North,HRIS extract
2015,Disability,Leadership | Americas - North,Headcount,160,count,Americas - North,HRIS extract
2015,Disability,Leadership | Americas - LatAm,Differently abled %,1.41,%,Americas - LatAm,HRIS extract
2015,Disability,Leadership | Americas - LatAm,Headcount,68,count,Americas - LatAm,HRIS extract
2015,Disability,Junior | India - West,Differently abled %,1.15,%,India - West,HRIS extract
2015,Disability,Junior | India - West,Headcount,10,count,India - West,HRIS extract
2015,Disability,Junior | India - North,Differently abled %,1.9,%,India - North,HRIS extract
2015,Disability,Junior | India - North,Headcount,91,count,India - North,HRIS extract
2015,Disability,Junior | India - South,Differently abled %,0.95,%,India - South,HRIS extract
2015,Disability,Junior | India - South,Headcount,71,count,India - South,HRIS extract
2015,Disability,Junior | India - East,Differently abled %,0.69,%,India - East,HRIS extract
2015,Disability,Junior | India - East,Headcount,33,count,India - East,HRIS extract
2015,Disability,Junior | India - Central,Differently abled %,1.09,%,India - Central,HRIS extract
2015,Disability,Junior | India - Central,Headcount,99,count,India - Central,HRIS extract
2015,Disability,Junior | India - North-East,Differently abled %,2.76,%,India - North-East,HRIS extract
2015,Disability,Junior | India - North-East,Headcount,48,count,India - North-East,HRIS extract
2015,Disability,Junior | Asia ex-India - SE Asia,Differently abled %,2.96,%,Asia ex-India - SE Asia,HRIS extract
2015,Disability,Junior | Asia ex-India - SE Asia,Headcount,49,count,Asia ex-India - SE Asia,HRIS extract
2015,Disability,Junior | Asia ex-India - East Asia,Differently abled %,2.28,%,Asia ex-India - East Asia,HRIS extract
2015,Disability,Junior | Asia ex-India - East Asia,Headcount,33,count,Asia ex-India - East Asia,HRIS extract
2015,Disability,Junior | Middle East & Africa,Differently abled %,2.26,%,Middle East & Africa,HRIS extract
2015,Disability,Junior | Middle East & Africa,Headcount,101,count,Middle East & Africa,HRIS extract
2015,Disability,Junior | EMEA - Western Europe,Differently abled %,1.17,%,EMEA - Western Europe,HRIS extract
2015,Disability,Junior | EMEA - Western Europe,Headcount,8,count,EMEA - Western Europe,HRIS extract
2015,Disability,Junior | EMEA - Eastern Europe,Differently abled %,1.96,%,EMEA - Eastern Europe,HRIS extract
2015,Disability,Junior | EMEA - Eastern Europe,Headcount,10,count,EMEA - Eastern Europe,HRIS extract
2015,Disability,Junior | Americas - North,Differently abled %,0.74,%,Americas - North,HRIS extract
2015,Disability,Junior | Americas - North,Headcount,11,count,Americas - North,HRIS extract
2015,Disability,Junior | Americas - LatAm,Differently abled %,3.36,%,Americas - LatAm,HRIS extract
2015,Disability,Junior | Americas - LatAm,Headcount,29,count,Americas - LatAm,HRIS extract
2015,Disability,New Hires | India - West,Differently abled %,2.59,%,India - West,HRIS extract
2015,Disability,New Hires | India - West,Headcount,100,count,India - West,HRIS extract
2015,Disability,New Hires | India - North,Differently abled %,0.53,%,India - North,HRIS extract
2015,Disability,New Hires | India - North,Headcount,64,count,India - North,HRIS extract
2015,Disability,New Hires | India - South,Differently abled %,1.28,%,India - South,HRIS extract
2015,Disability,New Hires | India - South,Headcount,100,count,India - South,HRIS extract
2015,Disability,New Hires | India - East,Differently abled %,0.42,%,India - East,HRIS extract
2015,Disability,New Hires | India - East,Headcount,172,count,India - East,HRIS extract
2015,Disability,New Hires | India - Central,Differently abled %,0.47,%,India - Central,HRIS extract
2015,Disability,New Hires | India - Central,Headcount,60,count,India - Central,HRIS extract
2015,Disability,New Hires | India - North-East,Differently abled %,3.16,%,India - North-East,HRIS extract
2015,Disability,New Hires | India - North-East,Headcount,57,count,India - North-East,HRIS extract
2015,Disability,New Hires | Asia ex-India - SE Asia,Differently abled %,1.47,%,Asia ex-India - SE Asia,HRIS extract
2015,Disability,New Hires | Asia ex-India - SE Asia,Headcount,118,count,Asia ex-India - SE Asia,HRIS extract
2015,Disability,New Hires | Asia ex-India - East Asia,Differently abled %,0.85,%,Asia ex-India - East Asia,HRIS extract
2015,Disability,New Hires | Asia ex-India - East Asia,Headcount,157,count,Asia ex-India - East Asia,HRIS extract
2015,Disability,New Hires | Middle East & Africa,Differently abled %,3.04,%,Middle East & Africa,HRIS extract
2015,Disability,New Hires | Middle East & Africa,Headcount,150,count,Middle East & Africa,HRIS extract
2015,Disability,New Hires | EMEA - Western Europe,Differently abled %,3.48,%,EMEA - Western Europe,HRIS extract
2015,Disability,New Hires | EMEA - Western Europe,Headcount,68,count,EMEA - Western Europe,HRIS extract
2015,Disability,New Hires | EMEA - Eastern Europe,Differently abled %,0.91,%,EMEA - Eastern Europe,HRIS extract
2015,Disability,New Hires | EMEA - Eastern Europe,Headcount,127,count,EMEA - Eastern Europe,HRIS extract
2015,Disability,New Hires | Americas - North,Differently abled %,2.67,%,Americas - North,HRIS extract
2015,Disability,New Hires | Americas - North,Headcount,61,count,Americas - North,HRIS extract
2015,Disability,New Hires | Americas - LatAm,Differently abled %,1.91,%,Americas - LatAm,HRIS extract
2015,Disability,New Hires | Americas - LatAm,Headcount,164,count,Americas - LatAm,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - West,Differently abled %,0.87,%,India - West,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - West,Headcount,28,count,India - West,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - North,Differently abled %,1.43,%,India - North,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - North,Headcount,76,count,India - North,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - South,Differently abled %,2.04,%,India - South,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - South,Headcount,113,count,India - South,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - East,Differently abled %,3.2,%,India - East,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - East,Headcount,156,count,India - East,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - Central,Differently abled %,3.35,%,India - Central,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - Central,Headcount,91,count,India - Central,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - North-East,Differently abled %,1.25,%,India - North-East,HRIS extract
2015,Disability,Accessibility-Trained Sites | India - North-East,Headcount,38,count,India - North-East,HRIS extract
2015,Disability,Accessibility-Trained Sites | Asia ex-India - SE Asia,Differently abled %,1.93,%,Asia ex-India - SE Asia,HRIS extract
2015,Disability,Accessibility-Trained Sites | Asia ex-India - SE Asia,Headcount,14,count,Asia ex-India - SE Asia,HRIS extract
2015,Disability,Accessibility-Trained Sites | Asia ex-India - East Asia,Differently abled %,1.74,%,Asia ex-India - East Asia,HRIS extract
2015,Disability,Accessibility-Trained Sites | Asia ex-India - East Asia,Headcount,39,count,Asia ex-India - East Asia,HRIS extract
2015,Disability,Accessibility-Trained Sites | Middle East & Africa,Differently abled %,3.4,%,Middle East & Africa,HRIS extract
2015,Disability,Accessibility-Trained Sites | Middle East & Africa,Headcount,54,count,Middle East & Africa,HRIS extract
2015,Disability,Accessibility-Trained Sites | EMEA - Western Europe,Differently abled %,1.26,%,EMEA - Western Europe,HRIS extract
2015,Disability,Accessibility-Trained Sites | EMEA - Western Europe,Headcount,20,count,EMEA - Western Europe,HRIS extract
2015,Disability,Accessibility-Trained Sites | EMEA - Eastern Europe,Differently abled %,1.48,%,EMEA - Eastern Europe,HRIS extract
2015,Disability,Accessibility-Trained Sites | EMEA - Eastern Europe,Headcount,170,count,EMEA - Eastern Europe,HRIS extract
2015,Disability,Accessibility-Trained Sites | Americas - North,Differently abled %,3.03,%,Americas - North,HRIS extract
2015,Disability,Accessibility-Trained Sites | Americas - North,Headcount,53,count,Americas - North,HRIS extract
2015,Disability,Accessibility-Trained Sites | Americas - LatAm,Differently abled %,1.16,%,Americas - LatAm,HRIS extract
2015,Disability,Accessibility-Trained Sites | Americas - LatAm,Headcount,91,count,Americas - LatAm,HRIS extract
2015,Nationality,Domestic | India - West,Headcount,3120,count,India - West,HRIS extract
2015,Nationality,Domestic | India - West,Share %,25.21,%,India - West,HRIS extract
2015,Nationality,Domestic | India - North,Headcount,3166,count,India - North,HRIS extract
