company,year,esg_capex,green_assets,scope1_emissions_tco2e,scope2_emissions_tco2e,esg_score,sustainability_projects,sector,rating_provider,rating_year,environmental_sub_score,social_sub_score,governance_sub_score,controversies_count,water_withdrawal_kl,waste_generated_mt,renewable_energy_pct,women_in_leadership_pct,ltifr,assurance_level,assurance_provider
Crucible Refining,1995,139.37,529.14,24263.06,13734.95,67.9,7,PetroChemical,S&P CSA,1995,60.33,72.08,66.74,0,555908.6,23931.1,33.43,24.69,0.295,Limited,BSI
Crucible Refining,1996,129.5,225.04,21197.64,16513.49,66.07,11,PetroChemical,MSCI,1996,64.7,59.78,61.5,0,556400.0,21518.7,5.92,28.32,0.777,Limited,KPMG
Crucible Refining,1997,212.03,614.71,20231.37,14904.28,70.94,11,PetroChemical,Internal,1997,68.75,76.38,71.38,0,273938.9,32928.9,11.15,19.29,0.748,Limited,Deloitte
Crucible Refining,1998,189.71,308.88,29612.76,18287.66,71.27,8,PetroChemical,Internal,1998,78.54,74.09,71.72,3,304808.3,12607.8,30.5,24.01,0.484,Reasonable,KPMG
Crucible Refining,1999,119.9,459.9,25090.9,18553.52,73.2,8,PetroChemical,Internal,1999,75.44,74.81,79.75,2,381710.4,23185.5,7.5,25.06,0.471,Limited,BSI
Crucible Refining,2000,288.62,795.21,29112.73,15638.35,73.64,12,PetroChemical,Internal,2000,76.77,66.15,67.81,0,377179.7,18262.6,46.63,29.67,0.394,Reasonable,ERM
Crucible Refining,2001,179.18,898.92,27433.68,20923.84,70.51,11,PetroChemical,Internal,2001,76.79,69.0,77.88,2,236743.8,34128.8,23.21,19.09,0.05,Reasonable,—
Crucible Refining,2002,153.32,666.88,40348.82,24054.04,76.08,10,PetroChemical,Internal,2002,83.67,81.96,85.87,0,347523.9,24607.7,33.95,30.78,0.114,Limited,ERM
Crucible Refining,2003,417.24,694.92,36501.97,16950.1,75.53,13,PetroChemical,Sustainalytics,2003,77.04,71.45,74.21,2,223491.6,51722.2,50.06,28.42,0.57,Reasonable,KPMG
Crucible Refining,2004,537.31,686.12,34695.87,22162.92,76.95,13,PetroChemical,MSCI,2004,85.0,73.95,85.15,0,147996.1,23415.2,36.41,26.57,0.499,Limited,—
Crucible Refining,2005,620.6,401.96,36981.62,18632.03,79.92,13,PetroChemical,CDP,2005,88.58,78.57,86.74,1,962202.4,44468.6,57.36,27.55,0.377,Limited,BSI
Crucible Refining,2006,668.62,1249.4,39561.77,24221.55,76.88,14,PetroChemical,Internal,2006,87.11,70.15,73.29,1,500712.4,32252.8,59.74,32.31,0.726,Limited,ERM
Crucible Refining,2007,488.25,543.88,38715.82,20748.34,81.88,9,PetroChemical,MSCI,2007,88.58,86.71,82.96,0,617198.2,50602.9,56.65,28.94,0.26,None,—
Crucible Refining,2008,347.94,589.98,45258.71,28427.6,82.17,12,PetroChemical,MSCI,2008,88.89,83.57,80.64,0,775874.8,60138.0,39.8,31.52,0.05,Reasonable,TUV Nord
Crucible Refining,2009,367.31,845.17,35747.82,23209.38,82.66,13,PetroChemical,S&P CSA,2009,76.19,79.63,77.1,1,297106.4,24345.1,43.37,22.51,0.357,Reasonable,—
Crucible Refining,2010,404.82,1419.11,53471.2,24040.14,84.38,13,PetroChemical,Internal,2010,90.34,83.46,86.44,0,1126505.5,33696.3,60.22,28.62,0.388,None,—
Crucible Refining,2011,605.59,1571.52,46815.09,27934.93,85.38,20,PetroChemical,Internal,2011,83.96,87.85,94.82,1,954212.2,30733.6,50.12,27.31,0.055,Limited,EY
Crucible Refining,2012,735.91,1858.56,55868.56,28817.84,85.69,10,PetroChemical,CDP,2012,81.84,84.88,83.4,1,396061.7,45865.5,63.16,38.93,0.284,Limited,EY
Crucible Refining,2013,949.08,1027.02,55343.82,35748.08,87.54,14,PetroChemical,Sustainalytics,2013,81.02,84.2,87.19,0,1667554.7,80431.7,47.7,36.65,0.448,Limited,Deloitte
Crucible Refining,2014,1296.88,3391.11,57366.58,37867.28,88.42,19,PetroChemical,Internal,2014,87.58,85.35,93.02,2,1111602.8,76076.7,59.66,47.1,0.05,Limited,Deloitte
Crucible Refining,2015,1041.54,2238.69,56495.74,34408.94,83.85,16,PetroChemical,Sustainalytics,2015,85.29,83.19,82.05,2,1031445.0,115303.4,76.02,40.19,0.23,None,—
Crucible Refining,2016,1193.2,3155.2,59942.84,25932.89,86.63,20,PetroChemical,CDP,2016,83.94,90.2,88.84,1,1477521.9,111404.4,56.04,40.15,0.298,None,—
Crucible Refining,2017,1646.39,1546.57,77683.64,33658.59,87.83,16,PetroChemical,CDP,2017,91.91,80.13,86.49,2,919325.5,101650.7,61.8,50.09,0.298,Reasonable,BSI
Crucible Refining,2018,764.66,1918.92,84682.01,57256.63,88.55,16,PetroChemical,CDP,2018,87.92,93.79,91.93,0,1564452.7,118965.3,59.22,37.42,0.319,None,—
Crucible Refining,2019,2293.37,3411.15,73274.74,47171.96,87.96,14,PetroChemical,CDP,2019,82.29,81.35,96.92,1,890007.4,80233.9,73.72,44.91,0.163,Limited,BSI
Crucible Refining,2020,2256.35,1468.81,69536.84,35905.63,93.81,17,PetroChemical,S&P CSA,2020,98.0,95.81,98.0,0,1055460.7,78943.3,53.41,44.9,0.247,Reasonable,EY
Crucible Refining,2021,1461.96,5120.66,70661.05,53038.0,92.72,24,PetroChemical,MSCI,2021,86.6,93.45,87.22,7,1693027.3,89689.8,76.67,47.31,0.05,Reasonable,EY
Crucible Refining,2022,2748.31,5784.81,74394.34,43874.07,92.54,16,PetroChemical,MSCI,2022,92.53,86.73,96.13,1,3257065.3,149466.6,73.44,38.81,0.05,Limited,BSI
Crucible Refining,2023,1814.22,6967.78,82995.53,39286.36,93.1,21,PetroChemical,Internal,2023,98.0,97.02,98.0,1,1859050.3,175299.3,82.89,44.75,0.05,None,—
Crucible Refining,2024,2118.34,4090.7,110197.51,59360.49,92.05,19,PetroChemical,Sustainalytics,2024,95.47,84.64,90.16,1,4099572.8,212820.6,59.31,42.35,0.05,None,—
Onyx Energy Corp,1989,58.71,295.53,31675.8,20455.68,43.5,7,PetroChemical,Sustainalytics,1989,48.17,37.25,40.43,2,523552.2,21886.9,24.76,14.3,0.365,Reasonable,Deloitte
Onyx Energy Corp,1990,161.01,258.76,28313.37,14849.91,45.3,10,PetroChemical,Sustainalytics,1990,48.21,40.58,39.73,1,611156.8,13884.6,22.81,20.74,0.962,Reasonable,TUV Nord
Onyx Energy Corp,1991,191.51,174.68,37133.83,22329.93,46.9,10,PetroChemical,Sustainalytics,1991,43.19,42.8,47.92,3,366612.1,9930.9,10.9,17.32,0.471,None,—
Onyx Energy Corp,1992,59.47,533.74,34869.15,22171.74,48.62,8,PetroChemical,Internal,1992,42.09,46.96,44.48,0,727571.8,34279.8,19.83,25.04,0.459,None,—
Onyx Energy Corp,1993,75.09,376.11,40617.63,26554.48,48.66,4,PetroChemical,MSCI,1993,47.76,47.84,45.39,5,840255.9,20621.4,17.7,15.98,0.65,None,—
Onyx Energy Corp,1994,118.92,811.68,38591.24,28870.01,46.02,6,PetroChemical,Sustainalytics,1994,46.81,41.74,48.88,2,681281.0,15385.2,18.18,19.72,0.453,Limited,—
Onyx Energy Corp,1995,193.36,376.18,39486.6,21574.16,51.7,4,PetroChemical,Internal,1995,47.82,46.28,61.55,0,297970.9,48791.7,19.07,21.02,0.87,None,—
Onyx Energy Corp,1996,322.4,238.69,34414.59,21092.15,53.12,6,PetroChemical,CDP,1996,65.0,49.45,57.13,1,297426.9,49326.8,33.75,26.3,0.356,Limited,—
Onyx Energy Corp,1997,311.82,1145.41,56317.97,30004.61,53.54,0,PetroChemical,Internal,1997,50.99,53.74,61.38,0,757975.4,21237.1,45.27,24.35,0.05,None,—
Onyx Energy Corp,1998,326.09,313.78,40892.97,23273.59,56.41,11,PetroChemical,S&P CSA,1998,59.53,60.58,58.64,4,893007.1,14756.7,36.05,20.14,0.207,None,—
Onyx Energy Corp,1999,464.63,541.17,43288.62,23212.89,55.63,11,PetroChemical,S&P CSA,1999,59.37,48.49,61.97,2,1238810.4,24942.8,33.5,29.45,0.738,Limited,EY
Onyx Energy Corp,2000,383.07,1344.04,51897.68,28554.86,57.1,11,PetroChemical,Internal,2000,63.71,53.1,60.06,0,899157.7,69762.3,19.88,22.06,0.395,Limited,Deloitte
Onyx Energy Corp,2001,331.72,1050.05,58437.69,41521.84,56.99,13,PetroChemical,S&P CSA,2001,57.22,57.66,51.73,3,1159657.6,23386.9,38.01,31.64,0.935,Limited,—
Onyx Energy Corp,2002,528.86,1353.35,54987.64,36628.05,57.87,13,PetroChemical,Sustainalytics,2002,51.65,55.16,58.71,2,1659865.1,51608.3,48.28,25.69,0.05,None,—
Onyx Energy Corp,2003,410.85,1570.31,63460.4,32153.42,62.37,15,PetroChemical,S&P CSA,2003,56.2,57.07,72.17,1,1263303.5,47843.8,33.94,21.81,0.398,Limited,EY
Onyx Energy Corp,2004,310.92,552.87,59587.3,44280.93,59.34,13,PetroChemical,CDP,2004,61.24,66.66,56.16,5,1283304.0,65139.1,36.97,26.01,0.347,Limited,KPMG
Onyx Energy Corp,2005,612.05,2265.86,67134.82,40095.1,62.97,11,PetroChemical,Internal,2005,58.85,66.98,60.57,3,1758190.3,106218.2,37.5,17.13,0.056,Limited,KPMG
Onyx Energy Corp,2006,892.23,1229.48,86431.49,56415.16,63.06,13,PetroChemical,CDP,2006,66.24,59.17,69.18,3,1032455.9,101309.2,41.48,29.63,0.978,Limited,TUV Nord
Onyx Energy Corp,2007,397.06,3030.77,81827.26,51317.1,64.83,18,PetroChemical,Sustainalytics,2007,62.63,68.13,62.67,4,1965578.2,38792.4,60.01,31.99,0.261,Reasonable,—
Onyx Energy Corp,2008,1152.91,2334.88,69818.71,48610.74,67.09,14,PetroChemical,CDP,2008,69.24,65.15,72.97,3,814096.7,30138.5,58.56,20.29,0.43,Limited,Deloitte
Onyx Energy Corp,2009,572.69,3067.33,70416.49,42700.87,67.44,17,PetroChemical,Sustainalytics,2009,78.24,74.44,67.05,2,2541299.6,58444.2,42.87,32.34,0.078,None,—
Onyx Energy Corp,2010,1497.85,2502.65,70862.85,44289.26,68.74,13,PetroChemical,Internal,2010,73.71,74.99,73.11,4,355125.7,108386.6,66.17,30.67,0.05,Limited,TUV Nord
Onyx Energy Corp,2011,625.46,3252.08,77320.09,59133.61,68.48,16,PetroChemical,MSCI,2011,73.42,75.12,77.24,2,495105.2,134214.5,66.28,32.16,0.05,None,—
Onyx Energy Corp,2012,1138.26,4280.09,87337.37,53994.2,68.25,18,PetroChemical,CDP,2012,65.54,65.34,65.53,6,1775895.0,169291.4,50.58,42.12,0.054,None,—
Onyx Energy Corp,2013,1029.93,1844.35,126690.52,76656.01,71.47,15,PetroChemical,Internal,2013,68.78,76.03,71.87,3,3106773.8,177910.5,72.68,31.09,0.05,Reasonable,EY
Onyx Energy Corp,2014,1038.91,1353.34,113282.24,70058.47,73.72,15,PetroChemical,CDP,2014,79.29,67.02,74.19,4,1004160.8,35083.1,46.79,37.2,0.05,Reasonable,BSI
Onyx Energy Corp,2015,2089.6,1319.73,86655.36,59491.92,76.68,14,PetroChemical,CDP,2015,69.13,80.18,86.58,1,2985118.3,53633.4,58.57,31.34,0.05,Limited,DNV
Onyx Energy Corp,2016,2125.99,1531.93,122058.01,63206.65,73.22,21,PetroChemical,Internal,2016,79.29,72.77,74.57,3,716572.1,190014.9,54.26,40.06,0.05,Limited,Deloitte
Onyx Energy Corp,2017,1661.38,2981.09,132978.26,83842.95,75.92,16,PetroChemical,CDP,2017,83.21,68.22,80.12,5,1244435.8,154374.2,61.27,39.5,0.05,Limited,—
Onyx Energy Corp,2018,1270.86,3043.33,119176.58,68763.39,77.5,17,PetroChemical,S&P CSA,2018,82.23,78.34,76.66,5,1252885.1,51793.9,64.38,35.93,0.165,None,—
Onyx Energy Corp,2019,3726.72,7972.52,114651.56,65175.87,82.57,17,PetroChemical,CDP,2019,88.78,86.4,85.1,0,4822238.1,80337.7,51.21,41.07,0.357,Reasonable,DNV
Onyx Energy Corp,2020,1508.71,5158.06,133953.27,77245.22,78.0,20,PetroChemical,Sustainalytics,2020,81.39,85.81,84.62,8,1154002.7,122566.2,61.76,35.8,0.585,Limited,ERM
Onyx Energy Corp,2021,1117.31,10519.85,155428.88,100959.62,84.28,17,PetroChemical,MSCI,2021,92.79,77.77,94.25,4,2562271.8,320713.6,59.49,43.55,0.05,Limited,ERM
Onyx Energy Corp,2022,4096.96,9706.98,141967.75,77530.84,85.32,19,PetroChemical,S&P CSA,2022,79.34,91.17,95.3,3,5180625.9,135320.3,48.27,45.41,0.05,None,—
Onyx Energy Corp,2023,4649.63,11801.24,145957.22,68820.9,83.38,17,PetroChemical,S&P CSA,2023,77.0,87.76,87.54,3,4746962.0,366640.0,72.3,42.85,0.172,Reasonable,—
Onyx Energy Corp,2024,4051.75,11493.35,123205.12,90496.74,86.03,20,PetroChemical,CDP,2024,84.1,93.93,87.64,1,5065094.1,120309.4,81.98,41.95,0.05,None,—
Pillar Chemicals Ltd,1989,118.54,257.44,23024.84,10414.66,72.72,5,PetroChemical,S&P CSA,1989,82.19,70.01,81.02,2,422661.0,8966.8,2.05,8.66,1.065,Reasonable,KPMG
Pillar Chemicals Ltd,1990,158.24,286.18,24465.87,10617.57,74.03,8,PetroChemical,S&P CSA,1990,72.94,76.9,78.1,2,101600.0,8242.9,20.37,17.01,0.877,None,—
Pillar Chemicals Ltd,1991,186.06,240.36,29217.58,14736.49,72.52,9,PetroChemical,Internal,1991,75.59,72.65,72.01,3,201136.2,7455.9,9.36,18.51,0.449,Limited,DNV
Pillar Chemicals Ltd,1992,51.33,391.49,27126.65,13047.93,73.09,9,PetroChemical,CDP,1992,80.89,66.64,73.01,0,186714.5,9296.5,34.57,20.35,0.621,Limited,Deloitte
Pillar Chemicals Ltd,1993,192.6,234.4,27178.01,17421.71,77.79,8,PetroChemical,Sustainalytics,1993,88.02,83.98,86.05,2,533718.8,20031.6,23.47,23.57,0.655,Reasonable,TUV Nord
Pillar Chemicals Ltd,1994,107.02,639.78,22804.41,12863.86,78.75,12,PetroChemical,MSCI,1994,73.23,76.45,85.11,0,172554.4,32811.6,27.62,20.28,0.499,Reasonable,DNV
Pillar Chemicals Ltd,1995,273.31,722.06,36422.7,19831.81,79.8,11,PetroChemical,Internal,1995,72.33,82.7,78.6,5,575901.0,27920.9,32.25,20.77,0.721,Limited,—
Pillar Chemicals Ltd,1996,302.48,733.7,25616.84,16660.15,76.33,9,PetroChemical,CDP,1996,77.68,82.34,85.0,1,146550.0,17740.2,42.65,22.61,0.526,Limited,TUV Nord
Pillar Chemicals Ltd,1997,114.03,297.04,35553.09,20433.37,81.55,3,PetroChemical,S&P CSA,1997,83.67,83.15,75.85,0,194024.6,15235.4,24.37,21.61,0.834,Limited,Deloitte
Pillar Chemicals Ltd,1998,102.52,898.63,36999.89,19629.09,81.53,11,PetroChemical,CDP,1998,92.82,86.35,78.1,2,249559.8,25339.2,35.83,22.94,0.779,Reasonable,BSI
Pillar Chemicals Ltd,1999,116.6,328.02,39950.21,21482.91,79.37,9,PetroChemical,S&P CSA,1999,76.12,80.73,83.63,1,863740.1,14258.5,3.59,21.73,0.395,Limited,Deloitte
Pillar Chemicals Ltd,2000,387.84,975.7,42859.49,23122.01,79.81,13,PetroChemical,Internal,2000,72.49,73.34,89.6,1,664446.5,55345.7,47.1,15.16,0.423,Limited,—
Pillar Chemicals Ltd,2001,424.16,729.31,49470.11,20877.87,85.56,7,PetroChemical,MSCI,2001,83.84,85.38,82.9,6,669770.9,27194.0,33.29,34.19,0.146,Limited,ERM
Pillar Chemicals Ltd,2002,248.02,1253.81,36408.85,25503.89,84.09,17,PetroChemical,S&P CSA,2002,88.97,89.79,88.91,4,1110744.0,37643.2,28.15,34.92,0.607,Reasonable,TUV Nord
Pillar Chemicals Ltd,2003,730.2,764.98,56854.68,35634.64,86.66,12,PetroChemical,CDP,2003,84.36,93.15,92.62,1,255852.5,49241.0,43.36,21.64,0.147,None,—
Pillar Chemicals Ltd,2004,518.68,1465.93,55407.99,34425.8,84.73,11,PetroChemical,MSCI,2004,84.34,83.17,93.43,5,385786.2,74509.9,36.51,37.7,0.05,None,—
Pillar Chemicals Ltd,2005,551.31,1750.05,44075.83,25202.13,85.21,17,PetroChemical,MSCI,2005,90.8,87.88,90.49,2,422354.1,61978.8,49.64,29.82,0.05,None,—
Pillar Chemicals Ltd,2006,435.12,1139.99,61445.81,37429.42,87.6,15,PetroChemical,Sustainalytics,2006,96.58,83.7,82.34,1,633484.1,28633.9,41.66,30.45,0.246,Reasonable,—
Pillar Chemicals Ltd,2007,251.85,492.56,54808.43,35023.96,89.45,14,PetroChemical,MSCI,2007,98.0,87.81,94.91,4,1675124.4,15830.7,64.97,34.83,0.05,Reasonable,DNV
Pillar Chemicals Ltd,2008,669.3,1746.32,59231.0,39088.11,91.12,18,PetroChemical,MSCI,2008,87.88,84.27,90.21,4,835610.2,92960.1,46.39,37.19,0.185,Limited,BSI
Pillar Chemicals Ltd,2009,631.76,2875.44,53339.56,31228.14,92.12,15,PetroChemical,Sustainalytics,2009,85.51,84.4,93.03,1,935759.6,99259.0,35.66,29.68,0.05,Limited,DNV
Pillar Chemicals Ltd,2010,1229.51,3122.16,72101.02,37820.93,89.23,14,PetroChemical,MSCI,2010,92.21,85.48,96.44,1,1842987.2,120781.8,58.76,27.54,0.231,Limited,BSI
Pillar Chemicals Ltd,2011,627.97,3578.85,73419.71,47407.49,93.4,16,PetroChemical,Internal,2011,98.0,91.0,91.93,4,979653.0,132023.8,54.36,24.01,0.05,Limited,ERM
Pillar Chemicals Ltd,2012,679.3,3486.24,65508.46,34933.24,95.0,15,PetroChemical,S&P CSA,2012,91.96,90.54,93.64,2,1837889.4,86347.4,68.4,31.54,0.05,Limited,—
Pillar Chemicals Ltd,2013,1830.1,2294.95,79891.52,35419.17,95.0,16,PetroChemical,CDP,2013,98.0,91.49,97.22,1,999849.8,49942.8,47.46,38.65,0.09,Reasonable,ERM
Pillar Chemicals Ltd,2014,970.18,1701.44,85124.04,53097.94,95.0,16,PetroChemical,S&P CSA,2014,91.17,93.24,97.72,1,1424863.5,68973.5,65.78,38.71,0.148,Limited,KPMG
Pillar Chemicals Ltd,2015,2011.14,1280.85,78424.15,37457.89,95.0,13,PetroChemical,CDP,2015,93.33,87.1,98.0,1,2215701.2,40145.0,54.67,36.41,0.05,None,—
Pillar Chemicals Ltd,2016,1337.15,4848.3,71578.01,51268.85,95.0,19,PetroChemical,Sustainalytics,2016,93.04,93.83,98.0,0,620100.5,68468.3,53.66,37.11,0.05,Limited,KPMG
Pillar Chemicals Ltd,2017,1857.17,1222.31,86646.97,61934.64,95.0,11,PetroChemical,Internal,2017,98.0,98.0,98.0,0,2103581.8,167353.6,70.41,31.15,0.338,Limited,Deloitte
Pillar Chemicals Ltd,2018,1227.54,5492.68,90015.13,59339.71,95.0,21,PetroChemical,Sustainalytics,2018,98.0,98.0,96.25,0,2574122.5,44840.6,60.93,40.73,0.945,None,—
Pillar Chemicals Ltd,2019,2403.47,5045.81,116205.43,54960.11,95.0,14,PetroChemical,Sustainalytics,2019,98.0,98.0,95.43,2,774548.6,143494.4,58.07,43.65,0.325,Limited,TUV Nord
Pillar Chemicals Ltd,2020,1058.2,3252.27,82799.38,47626.44,95.0,15,PetroChemical,Internal,2020,90.81,94.52,98.0,2,2775790.4,112010.1,68.8,33.36,0.05,Limited,EY
Pillar Chemicals Ltd,2021,1659.67,3712.48,92677.87,55408.48,95.0,20,PetroChemical,Sustainalytics,2021,98.0,98.0,93.24,0,957858.6,70087.8,76.0,50.23,0.153,Limited,TUV Nord
Pillar Chemicals Ltd,2022,4038.34,6531.84,112370.58,61850.74,95.0,23,PetroChemical,CDP,2022,98.0,87.67,98.0,1,4843871.3,202973.8,89.24,36.8,0.05,Reasonable,KPMG
Pillar Chemicals Ltd,2023,1966.03,4023.53,127717.05,86437.71,95.0,18,PetroChemical,Internal,2023,88.0,95.71,95.03,5,1292369.2,45725.9,70.41,43.41,0.184,Limited,BSI
Pillar Chemicals Ltd,2024,2708.91,7555.17,94783.48,65100.53,95.0,19,PetroChemical,Internal,2024,93.16,98.0,96.23,1,5472833.9,234963.7,69.0,34.44,0.05,None,—
Smelter Petrochemicals,1989,12.73,148.24,8162.14,3736.57,44.86,5,PetroChemical,Sustainalytics,1989,40.46,38.63,44.86,0,111653.6,3943.8,14.15,22.8,0.507,Limited,Deloitte
Smelter Petrochemicals,1990,51.96,48.42,9367.63,4615.81,44.4,6,PetroChemical,MSCI,1990,38.2,50.55,39.54,2,95643.7,10492.3,21.93,10.09,0.103,Limited,BSI
Smelter Petrochemicals,1991,60.95,109.3,8200.04,5230.81,47.21,2,PetroChemical,Internal,1991,57.51,52.86,48.75,6,104509.2,12238.0,26.93,14.65,0.568,None,—
Smelter Petrochemicals,1992,25.72,128.82,10376.04,5343.34,47.37,3,PetroChemical,MSCI,1992,56.09,45.48,52.71,0,206321.3,11816.8,19.23,20.52,0.634,Limited,BSI
Smelter Petrochemicals,1993,78.82,242.09,12144.24,5621.81,48.59,7,PetroChemical,S&P CSA,1993,45.31,50.13,50.58,4,169564.9,10967.5,7.72,17.82,0.187,Limited,ERM
Smelter Petrochemicals,1994,40.27,166.9,12988.7,7042.29,51.09,7,PetroChemical,S&P CSA,1994,55.91,47.97,55.49,3,208321.6,4744.2,31.0,18.77,0.681,Limited,EY
Smelter Petrochemicals,1995,119.55,152.26,9881.68,6240.23,52.63,8,PetroChemical,S&P CSA,1995,54.19,53.16,52.8,2,309504.1,9633.0,37.74,14.34,0.504,Limited,KPMG
Smelter Petrochemicals,1996,99.54,221.4,17179.7,8390.49,58.39,9,PetroChemical,CDP,1996,57.73,57.51,65.09,3,146194.2,8581.9,27.7,24.09,0.14,Limited,DNV
Smelter Petrochemicals,1997,46.98,243.59,14370.38,7578.81,58.96,13,PetroChemical,Sustainalytics,1997,66.87,52.64,68.71,0,114047.7,15220.0,15.01,34.87,0.584,Reasonable,Deloitte
Smelter Petrochemicals,1998,133.92,274.08,14459.83,10104.67,62.31,10,PetroChemical,Internal,1998,66.74,65.34,56.53,2,256244.8,8723.0,42.75,22.9,0.198,Reasonable,Deloitte
Smelter Petrochemicals,1999,118.25,108.26,13856.33,7105.87,64.5,11,PetroChemical,Internal,1999,58.51,64.02,73.52,1,219225.4,18900.3,35.45,23.41,0.412,Limited,Deloitte
Smelter Petrochemicals,2000,155.14,234.38,17800.9,7999.16,66.01,11,PetroChemical,Sustainalytics,2000,71.86,67.64,68.44,2,410911.1,4552.3,32.84,28.06,0.05,None,—
Smelter Petrochemicals,2001,128.76,365.93,16556.27,10395.46,65.14,9,PetroChemical,S&P CSA,2001,73.07,67.79,68.19,3,462610.0,26885.0,33.55,29.62,0.589,Limited,DNV
Smelter Petrochemicals,2002,115.24,376.43,15997.87,10321.44,68.02,18,PetroChemical,S&P CSA,2002,68.68,67.96,70.99,4,118282.2,20747.9,47.41,26.19,0.05,Reasonable,DNV
Smelter Petrochemicals,2003,237.54,624.87,16770.21,12050.43,71.71,14,PetroChemical,Sustainalytics,2003,73.42,64.28,71.05,0,351297.2,24487.8,32.47,30.73,0.605,None,—
Smelter Petrochemicals,2004,96.37,193.12,16931.36,12070.37,73.31,14,PetroChemical,Sustainalytics,2004,75.63,68.45,69.05,1,196512.6,15370.4,42.51,25.67,0.733,Reasonable,—
Smelter Petrochemicals,2005,76.66,564.63,23160.33,12030.62,73.23,17,PetroChemical,Internal,2005,75.35,66.89,75.44,3,120576.5,7313.1,55.22,31.29,0.359,None,—
Smelter Petrochemicals,2006,217.72,351.95,21701.43,15209.67,76.51,11,PetroChemical,S&P CSA,2006,70.03,77.01,86.0,0,230841.3,32718.4,25.2,28.75,0.741,None,—
Smelter Petrochemicals,2007,310.51,435.7,23268.64,15655.15,76.45,12,PetroChemical,S&P CSA,2007,71.09,74.82,85.45,0,436517.0,15726.0,20.7,29.92,0.634,Limited,BSI
Smelter Petrochemicals,2008,396.44,972.38,23923.58,11092.11,76.73,10,PetroChemical,CDP,2008,71.93,79.23,79.37,0,738505.6,12548.7,49.72,26.01,0.05,Reasonable,KPMG
Smelter Petrochemicals,2009,299.38,547.81,19442.78,13472.21,77.24,8,PetroChemical,Internal,2009,88.78,71.13,85.69,0,229750.0,43745.5,47.22,23.92,0.334,None,—
Smelter Petrochemicals,2010,231.81,1010.48,25601.12,11264.36,82.75,15,PetroChemical,S&P CSA,2010,81.43,87.53,86.01,4,802920.6,22844.5,43.14,29.18,0.2,Limited,EY
Smelter Petrochemicals,2011,193.46,724.09,28428.01,14200.93,83.58,14,PetroChemical,Sustainalytics,2011,80.47,85.21,88.26,3,394465.8,23813.5,57.63,29.0,0.266,Limited,DNV
Smelter Petrochemicals,2012,177.11,1195.45,31590.8,17893.81,88.24,17,PetroChemical,S&P CSA,2012,80.43,95.2,95.21,1,435537.6,54243.4,50.93,29.75,0.217,None,—
Smelter Petrochemicals,2013,584.44,1630.87,26235.91,17885.44,85.42,17,PetroChemical,S&P CSA,2013,80.03,86.47,83.77,0,848618.8,56380.2,58.08,33.67,0.106,Limited,TUV Nord
Smelter Petrochemicals,2014,304.38,1705.87,36431.2,16255.98,88.6,18,PetroChemical,MSCI,2014,86.65,94.43,89.48,2,213269.9,17937.7,67.14,36.09,0.05,None,—
Smelter Petrochemicals,2015,769.85,764.65,35360.76,22020.61,93.22,12,PetroChemical,Internal,2015,96.28,85.85,87.3,4,1161890.4,24009.2,56.6,39.71,0.124,None,—
Smelter Petrochemicals,2016,776.07,1184.2,34737.98,25413.58,94.04,17,PetroChemical,Internal,2016,98.0,92.56,89.12,3,994004.0,10716.1,58.95,41.14,0.062,Limited,TUV Nord
Smelter Petrochemicals,2017,949.9,1759.47,37575.05,26242.78,95.0,16,PetroChemical,CDP,2017,92.19,98.0,89.66,3,1215579.9,60569.3,74.92,37.59,0.05,Reasonable,ERM
Smelter Petrochemicals,2018,409.91,855.84,30036.05,22170.29,95.0,16,PetroChemical,Sustainalytics,2018,98.0,97.68,98.0,4,360543.3,67358.2,47.93,48.72,0.05,Reasonable,TUV Nord
Smelter Petrochemicals,2019,860.17,1757.03,42780.31,22580.41,95.0,19,PetroChemical,Internal,2019,89.55,90.57,98.0,5,582848.6,73241.7,49.61,35.48,0.05,Reasonable,DNV
Smelter Petrochemicals,2020,1368.41,1350.44,47840.66,26695.44,95.0,14,PetroChemical,CDP,2020,98.0,98.0,98.0,3,669219.8,96031.8,63.33,41.73,0.05,Limited,Deloitte
Smelter Petrochemicals,2021,517.78,2208.68,44306.12,22772.67,95.0,19,PetroChemical,S&P CSA,2021,98.0,93.56,98.0,5,1756109.7,41096.1,63.32,41.26,0.118,Limited,ERM
Smelter Petrochemicals,2022,989.83,1638.19,47491.78,33319.32,95.0,17,PetroChemical,Internal,2022,94.28,98.0,95.72,0,1184602.5,93393.8,75.39,39.6,0.05,None,—
Smelter Petrochemicals,2023,442.13,3783.86,40580.44,25981.1,95.0,16,PetroChemical,CDP,2023,98.0,96.92,98.0,1,1042412.1,103072.2,80.68,34.4,0.05,Limited,Deloitte
Smelter Petrochemicals,2024,470.43,1575.95,43929.74,25386.66,95.0,21,PetroChemical,Sustainalytics,2024,90.49,98.0,96.29,2,2161231.5,104027.5,72.38,38.18,0.05,Reasonable,DNV
Hyperion Chemicals,1989,61.86,459.17,43370.85,25934.96,65.33,5,PetroChemical,S&P CSA,1989,74.71,67.43,70.55,2,721796.5,45069.6,17.73,13.33,0.479,Reasonable,DNV
Hyperion Chemicals,1990,289.57,699.8,41720.6,27998.08,65.43,6,PetroChemical,Internal,1990,64.71,67.83,62.66,3,672656.2,38099.0,28.31,24.17,0.415,None,—
