company,year,sector,roa,asset_turnover,working_capital,working_cap_turnover,net_debt_to_ebitda,interest_coverage,fcf,ebitda_margin,esg_capex_pct,green_assets_pct,scope1_2_emissions,esg_score,carbon_intensity_per_revenue,esg_capex_per_revenue
Bedrock Hydro Co,2021,Renewables & Utilities,0.020122,0.321087,-860.39,-49.3634,4.3024,1.8012,2877.32,0.228745,1.33305,0.067167,119984.66,95.0,2.825,0.16853
Bedrock Hydro Co,2022,Renewables & Utilities,0.02603,0.292154,19787.05,2.1474,4.7634,2.1314,4276.01,0.247784,0.451241,0.116122,169553.59,95.0,3.9904,0.054444
Bedrock Hydro Co,2023,Renewables & Utilities,0.02452,0.290515,5752.69,7.815,3.7507,2.908,1199.5,0.227936,1.276618,0.052061,176574.26,95.0,3.9276,0.162203
Bedrock Hydro Co,2024,Renewables & Utilities,0.029792,0.305661,2739.9,19.5871,4.0071,2.5744,3705.65,0.213216,2.907947,0.147542,178727.94,95.0,3.3303,0.254044
Bessemer Energy Ltd,1989,Oil & Gas Upstream,0.031044,0.312361,331.43,3.2864,4.3856,2.5102,61.33,0.211704,1.30045,0.046274,46721.5,63.88,42.8949,0.106022
Bessemer Energy Ltd,1990,Oil & Gas Upstream,0.028951,0.314063,276.68,4.2526,5.6416,2.3972,69.82,0.197221,0.639107,0.029097,52635.64,64.95,44.7354,0.060309
Bessemer Energy Ltd,1991,Oil & Gas Upstream,0.025642,0.281599,164.96,6.9615,3.2824,2.3642,161.42,0.241246,0.986793,0.072042,43542.49,61.97,37.9168,0.078076
Bessemer Energy Ltd,1992,Oil & Gas Upstream,0.046981,0.334235,102.9,13.262,5.2758,2.2362,40.86,0.143838,1.133616,0.064152,42334.96,62.5,31.0223,0.115575
Bessemer Energy Ltd,1993,Oil & Gas Upstream,0.023892,0.298475,129.37,9.9416,5.1451,2.4002,149.33,0.26099,1.195707,0.058164,47502.32,65.12,36.934,0.129068
Bessemer Energy Ltd,1994,Oil & Gas Upstream,0.026702,0.323784,542.25,2.7991,3.4978,1.4453,114.08,0.204327,1.049591,0.050255,66282.36,69.74,43.6697,0.101376
Bessemer Energy Ltd,1995,Oil & Gas Upstream,0.017491,0.330783,527.28,2.9784,5.9268,1.1803,1.76,0.123403,0.578567,0.103842,59377.47,72.22,37.809,0.055003
Bessemer Energy Ltd,1996,Oil & Gas Upstream,0.022022,0.277492,-518.94,-2.7786,5.6332,2.5936,166.1,0.259524,1.530786,0.10789,63281.33,69.38,43.8872,0.105867
Bessemer Energy Ltd,1997,Oil & Gas Upstream,0.020516,0.327853,377.71,4.4631,5.0507,1.8102,116.11,0.223069,1.718679,0.056865,56532.68,71.55,33.5354,0.157792
Bessemer Energy Ltd,1998,Oil & Gas Upstream,0.02857,0.307547,-33.17,-52.8734,4.9477,1.7152,208.53,0.241856,1.505523,0.068611,67350.6,75.91,38.4024,0.09326
Bessemer Energy Ltd,1999,Oil & Gas Upstream,0.02793,0.294876,277.84,6.5234,4.599,2.0583,239.56,0.251425,1.891968,0.105513,63162.84,77.73,34.849,0.136339
Bessemer Energy Ltd,2000,Oil & Gas Upstream,0.030163,0.309255,448.49,4.1234,3.2563,2.9663,78.06,0.201399,1.400414,0.054983,71119.56,77.13,38.4573,0.182728
Bessemer Energy Ltd,2001,Oil & Gas Upstream,0.019744,0.33677,519.07,4.1824,6.1363,1.4771,130.9,0.206451,1.249096,0.03033,60596.44,77.98,27.912,0.162217
Bessemer Energy Ltd,2002,Oil & Gas Upstream,0.038808,0.308068,-5.46,-387.2326,3.3569,2.4386,165.36,0.232929,1.092754,0.094934,56641.04,76.05,26.7896,0.128606
Bessemer Energy Ltd,2003,Oil & Gas Upstream,0.039116,0.33283,488.95,4.6495,3.7508,1.8592,58.39,0.214421,1.394085,0.058501,84134.01,82.92,37.0083,0.176442
Bessemer Energy Ltd,2004,Oil & Gas Upstream,0.02981,0.30535,262.61,8.6365,4.1557,2.9089,153.41,0.230216,0.361898,0.067524,67548.67,80.09,29.7828,0.046476
Bessemer Energy Ltd,2005,Oil & Gas Upstream,0.031938,0.348484,-509.18,-5.287,6.2998,1.6589,9.32,0.13829,1.433206,0.052838,68424.65,82.69,25.4175,0.149489
Bessemer Energy Ltd,2006,Oil & Gas Upstream,0.020061,0.295518,153.25,16.1601,4.621,2.7431,179.98,0.225368,1.367294,0.106626,71707.08,84.58,28.9547,0.11911
Bessemer Energy Ltd,2007,Oil & Gas Upstream,0.029566,0.338927,-42.65,-68.8952,2.6546,2.4924,288.3,0.234697,1.205642,0.133583,75747.91,83.1,25.7788,0.087851
Bessemer Energy Ltd,2008,Oil & Gas Upstream,0.022859,0.311742,13.75,216.6909,5.0802,2.8504,356.91,0.214831,1.52139,0.127322,71543.92,87.36,24.0121,0.099188
Bessemer Energy Ltd,2009,Oil & Gas Upstream,0.020065,0.305119,207.04,14.8741,4.6665,2.0001,127.84,0.1934,2.254102,0.085849,79809.35,87.14,25.9161,0.218608
Bessemer Energy Ltd,2010,Oil & Gas Upstream,0.030657,0.313985,-890.07,-3.5435,3.194,3.3973,172.68,0.277518,0.783232,0.086358,75980.32,90.6,24.0908,0.108411
Bessemer Energy Ltd,2011,Oil & Gas Upstream,0.025773,0.327681,-0.01,-354753.0,6.9194,1.1683,-130.16,0.13707,0.367133,0.046779,108471.15,89.52,30.5765,0.049694
Bessemer Energy Ltd,2012,Oil & Gas Upstream,0.038536,0.312055,182.21,19.3098,3.8385,1.998,299.89,0.234971,0.81569,0.176496,96712.96,93.87,27.4875,0.106326
Bessemer Energy Ltd,2013,Oil & Gas Upstream,0.017362,0.332593,-447.24,-9.1462,3.31,3.1596,551.29,0.206121,2.333574,0.136331,80360.69,95.0,19.6454,0.142083
Bessemer Energy Ltd,2014,Oil & Gas Upstream,0.019787,0.328476,772.44,5.3126,3.9358,2.0736,211.74,0.195927,0.954938,0.131526,100576.8,95.0,24.5092,0.07364
Bessemer Energy Ltd,2015,Oil & Gas Upstream,0.041469,0.309822,704.22,5.5889,7.1297,1.4304,140.42,0.179019,1.757716,0.172437,72642.27,95.0,18.4569,0.17609
Bessemer Energy Ltd,2016,Oil & Gas Upstream,0.01225,0.293027,842.52,4.9713,3.4313,2.6826,282.82,0.248656,1.002449,0.101026,103058.24,95.0,24.6057,0.099666
Bessemer Energy Ltd,2017,Oil & Gas Upstream,0.028697,0.337333,1767.63,2.8549,2.7693,3.8711,350.91,0.264808,1.543342,0.048391,102656.72,95.0,20.3422,0.162784
Bessemer Energy Ltd,2018,Oil & Gas Upstream,0.031435,0.328085,1997.27,2.4337,6.2623,1.313,227.23,0.194511,1.04319,0.20017,104586.64,95.0,21.5161,0.119654
Bessemer Energy Ltd,2019,Oil & Gas Upstream,0.024254,0.306841,1752.44,2.7102,2.7804,3.2326,381.04,0.219025,0.960152,0.068603,118870.8,95.0,25.0278,0.122671
Bessemer Energy Ltd,2020,Oil & Gas Upstream,0.025721,0.325919,-418.9,-13.3012,5.8215,1.7001,-38.24,0.155958,1.094619,0.186649,125080.81,95.0,22.4485,0.138985
Bessemer Energy Ltd,2021,Oil & Gas Upstream,0.023933,0.327545,1434.26,3.9468,4.0069,1.7749,311.83,0.211753,0.919936,0.135436,99251.19,95.0,17.5331,0.094891
Bessemer Energy Ltd,2022,Oil & Gas Upstream,0.030809,0.305908,215.14,26.3437,3.3166,2.4276,811.2,0.287572,1.724436,0.079951,130780.12,95.0,23.0751,0.166064
Bessemer Energy Ltd,2023,Oil & Gas Upstream,0.030023,0.346958,1093.23,6.0061,4.3306,2.5044,70.19,0.161766,2.235091,0.1354,114709.86,95.0,17.4702,0.285291
Bessemer Energy Ltd,2024,Oil & Gas Upstream,0.036401,0.311439,1508.51,4.2479,2.7004,1.8864,786.91,0.260126,1.548189,0.175171,130040.72,95.0,20.2934,0.155096
Bessemer Green Utilities,1989,Renewables & Utilities,0.032305,0.377093,-259.24,-8.5479,5.3261,2.2534,152.78,0.173906,0.88975,0.039309,23563.38,48.25,10.6334,0.084929
Bessemer Green Utilities,1990,Renewables & Utilities,0.023953,0.399125,58.02,43.9569,2.4144,2.5912,421.18,0.259165,1.276046,0.032565,25177.02,52.29,9.8719,0.089085
Bessemer Green Utilities,1991,Renewables & Utilities,0.026173,0.440444,350.88,8.312,3.2074,3.3654,273.18,0.225426,1.238214,0.108391,25239.98,52.02,8.6541,0.07979
Bessemer Green Utilities,1992,Renewables & Utilities,0.038548,0.404332,562.33,5.3555,2.6013,3.7265,281.11,0.214462,1.674695,0.024341,23832.28,56.96,7.9135,0.115438
Bessemer Green Utilities,1993,Renewables & Utilities,0.026429,0.420931,165.72,21.088,5.1179,2.8714,49.74,0.160929,0.403164,0.092683,23025.14,56.98,6.5886,0.054986
Bessemer Green Utilities,1994,Renewables & Utilities,0.045131,0.397992,197.07,18.7797,3.3973,2.3507,436.34,0.221353,0.491864,0.051091,26931.07,57.59,7.2769,0.031446
Bessemer Green Utilities,1995,Renewables & Utilities,0.032639,0.394702,338.37,12.3195,4.2242,1.7176,114.1,0.202883,0.711433,0.093421,29836.5,59.34,7.1575,0.079565
Bessemer Green Utilities,1996,Renewables & Utilities,0.030374,0.388056,-320.6,-14.031,3.4451,3.5511,483.2,0.255908,0.99342,0.063487,35941.82,58.73,7.99,0.12283
Bessemer Green Utilities,1997,Renewables & Utilities,0.046526,0.403747,497.84,10.5444,4.3668,2.3084,30.96,0.20617,0.598353,0.097309,47010.4,60.21,8.9554,0.077927
Bessemer Green Utilities,1998,Renewables & Utilities,0.033945,0.406744,1308.64,4.3031,3.222,2.5811,833.31,0.230383,1.978752,0.053296,38700.66,65.55,6.8725,0.129157
Bessemer Green Utilities,1999,Renewables & Utilities,0.04702,0.444568,398.1,16.4607,3.9984,2.6138,61.85,0.199688,1.008999,0.144653,50567.78,66.5,7.7167,0.139273
Bessemer Green Utilities,2000,Renewables & Utilities,0.033411,0.430949,1846.65,3.723,2.1786,2.4934,891.8,0.219396,1.104945,0.033504,43420.8,66.87,6.3156,0.067965
Bessemer Green Utilities,2001,Renewables & Utilities,0.036406,0.382535,337.1,21.1622,5.4564,2.7602,432.03,0.194918,1.543154,0.054973,50782.64,66.58,7.1186,0.16241
Bessemer Green Utilities,2002,Renewables & Utilities,0.02889,0.409706,-2200.95,-3.6806,2.2578,2.6524,1056.69,0.270753,0.804541,0.063984,61446.51,69.74,7.5852,0.100566
Bessemer Green Utilities,2003,Renewables & Utilities,0.043186,0.387049,328.91,27.1209,5.1702,1.624,248.83,0.16068,0.702252,0.164116,59069.36,69.79,6.6219,0.056561
Bessemer Green Utilities,2004,Renewables & Utilities,0.02936,0.487311,3398.99,3.3722,2.38,2.706,27.2,0.197386,0.441275,0.066563,71602.04,74.14,6.2468,0.058903
Bessemer Green Utilities,2005,Renewables & Utilities,0.030965,0.448473,-178.03,-72.1037,2.5629,2.0659,549.7,0.216993,1.1914,0.089853,75652.81,75.2,5.8935,0.118925
Bessemer Green Utilities,2006,Renewables & Utilities,0.028008,0.41304,1178.25,10.6617,3.5226,2.3091,787.25,0.225798,1.212039,0.127357,92641.53,75.67,7.3747,0.133118
Bessemer Green Utilities,2007,Renewables & Utilities,0.045554,0.43129,2459.2,5.7936,2.8294,3.2543,1976.34,0.286155,1.008273,0.044806,74932.27,75.55,5.2593,0.076645
Bessemer Green Utilities,2008,Renewables & Utilities,0.028295,0.493958,3895.62,4.4975,2.4835,2.2893,770.95,0.149923,0.744675,0.205148,95089.4,77.87,5.4273,0.045237
Bessemer Green Utilities,2009,Renewables & Utilities,0.03257,0.443421,733.59,23.9204,2.0901,3.0544,811.99,0.253827,0.643548,0.044478,131563.38,76.97,7.4974,0.088608
Bessemer Green Utilities,2010,Renewables & Utilities,0.011657,0.45567,4656.03,4.3977,3.5326,3.4664,685.33,0.22522,1.476877,0.142592,119865.0,78.55,5.8539,0.186661
Bessemer Green Utilities,2011,Renewables & Utilities,0.028723,0.415252,3296.69,6.1197,2.8005,3.6934,2297.8,0.313169,0.522242,0.062878,131799.29,84.99,6.5329,0.066035
Bessemer Green Utilities,2012,Renewables & Utilities,0.029952,0.437746,-4903.05,-4.9601,4.5461,3.2629,1182.73,0.211577,1.713266,0.21022,173003.82,85.07,7.1137,0.227783
Bessemer Green Utilities,2013,Renewables & Utilities,0.035128,0.469976,3534.71,8.0927,2.5946,5.3221,3922.54,0.235593,1.752283,0.206788,152252.94,82.54,5.3225,0.111007
Bessemer Green Utilities,2014,Renewables & Utilities,0.031959,0.430805,5641.92,4.9173,2.8041,3.125,2932.47,0.228415,0.627948,0.196217,188469.98,88.48,6.7935,0.058052
Bessemer Green Utilities,2015,Renewables & Utilities,0.039886,0.506311,5082.65,7.1928,2.0252,3.8177,3421.47,0.20016,2.517695,0.145146,150692.64,86.95,4.122,0.160542
Bessemer Green Utilities,2016,Renewables & Utilities,0.043413,0.428575,5272.64,6.5846,1.9413,4.0353,3371.47,0.228983,1.165224,0.203862,142594.9,91.88,4.1072,0.117511
Bessemer Green Utilities,2017,Renewables & Utilities,0.038768,0.424491,7150.45,5.6019,2.134,2.8814,2023.39,0.254168,1.111481,0.117858,216170.01,91.69,5.3967,0.132612
Bessemer Green Utilities,2018,Renewables & Utilities,0.043819,0.450322,1691.08,27.4755,3.3915,2.3486,1800.19,0.223532,1.316245,0.231973,214222.92,92.02,4.6106,0.144317
Bessemer Green Utilities,2019,Renewables & Utilities,0.068068,0.445722,10554.63,4.6751,3.2891,3.3914,5510.67,0.211232,3.798216,0.140063,223014.42,92.76,4.5196,0.263738
Bessemer Green Utilities,2020,Renewables & Utilities,0.037345,0.472688,6722.12,8.1584,3.069,3.017,4747.39,0.208932,2.350789,0.269572,246678.27,94.83,4.498,0.262862
Bessemer Green Utilities,2021,Renewables & Utilities,0.032596,0.431528,5659.02,10.7652,2.8398,1.9112,4831.59,0.159888,1.878616,0.059765,302943.36,95.0,4.9728,0.13166
Bessemer Green Utilities,2022,Renewables & Utilities,0.047039,0.475906,1741.86,41.8819,2.3673,4.788,3685.44,0.181527,0.833142,0.083519,305913.7,95.0,4.1933,0.063462
Bessemer Green Utilities,2023,Renewables & Utilities,0.032547,0.49583,-7803.47,-10.1887,2.9302,3.0365,5230.72,0.261624,1.21279,0.185991,344351.82,95.0,4.3311,0.130523
Bessemer Green Utilities,2024,Renewables & Utilities,0.029817,0.461156,-1651.38,-50.1875,2.9157,3.4221,5956.19,0.21435,1.050112,0.077103,415397.08,95.0,5.0121,0.136589
Bessemer Oil & Gas Industries,1989,Oil & Gas Upstream,0.036974,0.333946,92.11,10.3988,7.2208,1.8275,37.36,0.172786,0.682437,0.032885,31911.88,58.23,33.3169,0.052859
Bessemer Oil & Gas Industries,1990,Oil & Gas Upstream,0.032887,0.385797,37.85,29.3815,5.2222,1.5507,45.92,0.160994,0.304009,0.061171,39305.85,63.16,35.3441,0.02632
Bessemer Oil & Gas Industries,1991,Oil & Gas Upstream,0.037839,0.389694,102.56,11.324,3.1135,5.1274,100.11,0.262771,0.767853,0.089187,35583.21,60.93,30.6385,0.077864
Bessemer Oil & Gas Industries,1992,Oil & Gas Upstream,0.044459,0.358733,224.72,5.4176,3.7537,2.1595,80.81,0.214278,0.733064,0.060986,42381.26,61.18,34.8118,0.067108
Bessemer Oil & Gas Industries,1993,Oil & Gas Upstream,0.042572,0.35941,285.17,4.3602,3.2474,2.1959,145.05,0.238332,1.244412,0.076149,45697.91,60.73,36.7527,0.103435
Bessemer Oil & Gas Industries,1994,Oil & Gas Upstream,0.03466,0.39327,-19.08,-75.6326,3.1871,1.5723,53.69,0.177219,0.267643,0.0899,45274.5,62.74,31.3737,0.034586
Bessemer Oil & Gas Industries,1995,Oil & Gas Upstream,0.034004,0.36299,415.83,3.2929,3.476,1.7046,129.41,0.20112,1.50088,0.040663,46039.71,64.76,33.6233,0.112044
Bessemer Oil & Gas Industries,1996,Oil & Gas Upstream,0.030522,0.404151,382.49,4.3007,1.8417,3.0179,231.33,0.297831,0.191197,0.084304,49991.43,64.82,30.3907,0.026645
Bessemer Oil & Gas Industries,1997,Oil & Gas Upstream,0.043468,0.36281,508.84,3.0999,2.6369,1.9437,229.79,0.246597,1.014929,0.054674,34964.95,67.4,22.1669,0.074993
Bessemer Oil & Gas Industries,1998,Oil & Gas Upstream,0.035797,0.330078,99.65,15.3454,2.7529,2.1748,180.09,0.255204,1.358332,0.112652,53444.96,64.65,34.9503,0.138225
Bessemer Oil & Gas Industries,1999,Oil & Gas Upstream,0.019322,0.336199,44.49,37.1378,5.3753,1.4659,50.32,0.210203,0.285357,0.124441,59971.09,67.42,36.2964,0.037306
Bessemer Oil & Gas Industries,2000,Oil & Gas Upstream,0.032167,0.411812,602.92,3.3314,5.9655,1.481,82.37,0.166453,0.641338,0.075016,56474.18,65.18,28.1168,0.046098
Bessemer Oil & Gas Industries,2001,Oil & Gas Upstream,0.031276,0.382444,224.46,8.5989,2.3938,2.725,84.51,0.220994,1.144165,0.076806,50115.76,66.38,25.9654,0.147003
Bessemer Oil & Gas Industries,2002,Oil & Gas Upstream,0.036643,0.415448,242.71,8.8604,2.6665,2.7348,155.61,0.235428,0.741875,0.084988,56235.78,69.7,26.15,0.062627
Bessemer Oil & Gas Industries,2003,Oil & Gas Upstream,0.023032,0.388742,356.61,6.3901,5.4955,2.0526,66.65,0.16307,0.618247,0.082069,60139.73,67.34,26.3912,0.057601
Bessemer Oil & Gas Industries,2004,Oil & Gas Upstream,0.03012,0.369508,-420.29,-5.1064,4.9254,1.4486,107.51,0.173588,1.308269,0.148693,49733.56,73.23,23.1732,0.14552
Bessemer Oil & Gas Industries,2005,Oil & Gas Upstream,0.023502,0.395958,620.74,3.9092,3.9216,3.3929,209.24,0.2341,0.714398,0.031993,67144.5,73.01,27.6701,0.056004
Bessemer Oil & Gas Industries,2006,Oil & Gas Upstream,0.036224,0.399804,278.53,9.5737,3.2325,3.8062,249.54,0.233573,0.258579,0.046806,50994.92,70.3,19.1238,0.032979
Bessemer Oil & Gas Industries,2007,Oil & Gas Upstream,0.037575,0.38777,-311.73,-9.0037,3.0579,2.0343,137.66,0.20697,0.385263,0.089262,64909.01,74.41,23.1262,0.036847
Bessemer Oil & Gas Industries,2008,Oil & Gas Upstream,0.029594,0.428274,747.36,3.9716,2.5402,2.9563,218.15,0.285593,1.017684,0.068752,56437.82,75.32,19.0138,0.120785
Bessemer Oil & Gas Industries,2009,Oil & Gas Upstream,0.027506,0.374902,107.54,28.2816,3.2342,3.016,354.52,0.238502,2.332779,0.061491,56127.47,76.84,18.4545,0.166134
Bessemer Oil & Gas Industries,2010,Oil & Gas Upstream,0.027469,0.396251,-65.58,-49.4222,2.4295,2.7538,288.33,0.231162,1.465543,0.117334,54334.15,76.43,16.7641,0.174403
Bessemer Oil & Gas Industries,2011,Oil & Gas Upstream,0.034048,0.353317,-384.91,-8.1634,6.2183,2.367,-28.2,0.153016,1.025372,0.035737,56082.65,74.46,17.8484,0.11537
Bessemer Oil & Gas Industries,2012,Oil & Gas Upstream,0.03501,0.347047,349.54,9.3312,4.369,2.1508,197.11,0.186814,2.196249,0.158509,90140.22,75.06,27.6365,0.18312
Bessemer Oil & Gas Industries,2013,Oil & Gas Upstream,0.04395,0.378161,1026.63,3.6005,2.4743,2.215,245.56,0.229833,1.745785,0.039545,96642.9,76.92,26.1456,0.161338
Bessemer Oil & Gas Industries,2014,Oil & Gas Upstream,0.0312,0.415405,86.93,46.8301,2.4747,3.9748,387.47,0.215439,0.738338,0.069849,70213.95,74.93,17.2476,0.072509
Bessemer Oil & Gas Industries,2015,Oil & Gas Upstream,0.044349,0.38647,1005.27,3.9293,3.4634,2.6384,37.01,0.167429,0.650494,0.107294,83890.67,80.01,21.2383,0.074165
Bessemer Oil & Gas Industries,2016,Oil & Gas Upstream,0.043858,0.384415,687.98,6.1196,3.9901,2.8288,171.61,0.248318,1.207836,0.125042,69970.91,78.72,16.6197,0.164014
Bessemer Oil & Gas Industries,2017,Oil & Gas Upstream,0.044906,0.381136,48.82,90.2018,2.6124,3.5414,641.38,0.259342,1.114584,0.163614,81140.0,81.67,18.4256,0.090366
Bessemer Oil & Gas Industries,2018,Oil & Gas Upstream,0.015803,0.37972,1099.59,4.0779,3.6657,1.8215,480.62,0.224967,2.656639,0.114756,95545.66,79.1,21.308,0.242242
Bessemer Oil & Gas Industries,2019,Oil & Gas Upstream,0.057232,0.414351,6.55,785.1344,2.783,3.7064,687.97,0.219501,2.399002,0.051916,85161.44,81.05,16.5599,0.163576
Bessemer Oil & Gas Industries,2020,Oil & Gas Upstream,0.038954,0.37541,445.7,11.2707,3.6756,2.43,334.1,0.205484,1.113151,0.136643,80860.06,80.94,16.0968,0.114292
Bessemer Oil & Gas Industries,2021,Oil & Gas Upstream,0.032127,0.410655,315.61,17.9009,4.6161,1.7287,385.67,0.18283,2.692395,0.051454,102805.57,80.36,18.1967,0.231968
Bessemer Oil & Gas Industries,2022,Oil & Gas Upstream,0.035753,0.400902,499.99,11.543,2.5947,3.7737,646.49,0.28708,0.474142,0.128039,83471.64,80.02,14.4631,0.057888
Bessemer Oil & Gas Industries,2023,Oil & Gas Upstream,0.034032,0.416168,214.19,29.0594,5.0856,3.2266,603.68,0.17545,1.55814,0.222023,94983.78,85.26,15.2603,0.104177
Bessemer Oil & Gas Industries,2024,Oil & Gas Upstream,0.023521,0.388345,1034.57,5.9095,2.5324,2.3683,478.11,0.212825,0.891296,0.220879,102944.93,86.24,16.8382,0.101965
Borealis Energy Corp Co,1989,PetroChemical,0.02666,0.404406,262.63,5.5679,2.6662,4.6143,202.91,0.272318,0.59179,0.078041,28644.47,40.43,19.5886,0.054715
Borealis Energy Corp Co,1990,PetroChemical,0.03697,0.423529,522.97,2.9667,3.3686,3.3745,85.54,0.182264,1.362836,0.095323,37163.81,44.04,23.9536,0.101728
Borealis Energy Corp Co,1991,PetroChemical,0.053833,0.425081,437.35,3.8224,4.7856,2.5236,44.26,0.187479,0.698506,0.050917,37388.99,44.54,22.3657,0.06741
Borealis Energy Corp Co,1992,PetroChemical,0.038336,0.403472,176.22,9.4818,3.0774,2.462,210.64,0.250473,1.050958,0.036371,43786.5,44.56,26.2057,0.106028
Borealis Energy Corp Co,1993,PetroChemical,0.039351,0.407285,525.84,3.6398,3.9968,4.501,36.97,0.196083,0.810615,0.040428,39267.19,50.02,20.5165,0.113473
Borealis Energy Corp Co,1994,PetroChemical,0.029081,0.386426,39.99,48.6687,4.3803,2.7142,106.18,0.201319,1.158369,0.081099,48528.81,50.99,24.9344,0.132701
Borealis Energy Corp Co,1995,PetroChemical,0.02172,0.430558,120.5,18.1154,3.2205,3.3973,191.33,0.224513,0.906192,0.038111,40038.82,53.7,18.342,0.076692
Borealis Energy Corp Co,1996,PetroChemical,0.047035,0.43927,561.9,4.1587,2.4765,3.4404,355.22,0.28626,0.338273,0.039396,48887.37,52.43,20.921,0.027645
Borealis Energy Corp Co,1997,PetroChemical,0.032936,0.377797,378.57,6.0364,4.1299,3.5192,281.87,0.240682,1.677844,0.075361,53105.16,54.34,23.2386,0.139913
Borealis Energy Corp Co,1998,PetroChemical,0.025053,0.38691,1021.76,2.4829,5.4526,2.2872,63.95,0.165221,0.692765,0.13209,59821.69,54.04,23.5806,0.063861
Borealis Energy Corp Co,1999,PetroChemical,0.028297,0.384735,179.03,14.9509,3.5102,2.3706,250.36,0.225512,0.731788,0.153893,56950.4,56.77,21.2767,0.083014
Borealis Energy Corp Co,2000,PetroChemical,0.031957,0.440371,-321.48,-9.7072,2.623,3.9739,288.05,0.222338,1.450498,0.142572,59522.1,55.99,19.0736,0.150141
Borealis Energy Corp Co,2001,PetroChemical,0.038966,0.470693,-344.0,-10.1946,1.9432,3.7979,290.77,0.29113,0.867756,0.110179,55754.8,60.18,15.8984,0.120404
Borealis Energy Corp Co,2002,PetroChemical,0.015351,0.421601,-397.01,-8.9052,1.8298,3.0539,453.47,0.294325,0.295933,0.106818,67457.41,63.67,19.0803,0.035727
Borealis Energy Corp Co,2003,PetroChemical,0.037912,0.377417,1056.38,3.2142,2.5873,2.8045,412.93,0.254022,1.2631,0.087799,65272.43,64.28,19.2237,0.112237
Borealis Energy Corp Co,2004,PetroChemical,0.014433,0.385767,408.76,8.8047,3.9449,2.9348,495.53,0.247303,1.580974,0.074908,67650.42,62.99,18.7971,0.101312
Borealis Energy Corp Co,2005,PetroChemical,0.026127,0.382173,-513.34,-7.9526,4.6542,1.6636,232.39,0.168069,3.058982,0.040078,69759.38,66.74,17.088,0.185988
Borealis Energy Corp Co,2006,PetroChemical,0.041879,0.405352,117.89,38.8791,3.8907,2.567,414.99,0.219149,0.670392,0.151252,75132.2,65.3,16.392,0.072367
Borealis Energy Corp Co,2007,PetroChemical,0.028798,0.411329,237.88,21.0288,5.4282,2.5031,-83.58,0.133898,1.120371,0.130025,92151.77,70.59,18.4218,0.125911
Borealis Energy Corp Co,2008,PetroChemical,0.038375,0.391388,560.36,9.0564,3.5732,3.3601,291.23,0.199777,0.774022,0.062276,98530.59,69.43,19.4154,0.06935
Borealis Energy Corp Co,2009,PetroChemical,0.047042,0.435482,1238.96,4.5732,3.2258,1.946,436.67,0.1978,0.622434,0.040443,83595.76,71.8,14.7537,0.043992
Borealis Energy Corp Co,2010,PetroChemical,0.036721,0.421013,1080.39,5.4103,3.4277,2.3898,441.09,0.198163,0.972183,0.155243,95346.5,72.65,16.312,0.090107
Borealis Energy Corp Co,2011,PetroChemical,0.026153,0.464699,-151.63,-44.1657,3.0914,3.0168,593.3,0.180951,1.57765,0.188206,96664.69,78.55,14.4344,0.116243
Borealis Energy Corp Co,2012,PetroChemical,0.026575,0.372045,430.56,14.6191,3.7032,2.9165,570.48,0.214569,1.71158,0.115691,130259.31,77.32,20.6944,0.144134
Borealis Energy Corp Co,2013,PetroChemical,0.032293,0.421251,374.89,19.3087,3.3076,1.7921,469.41,0.184118,0.788892,0.200813,132353.92,77.35,18.2844,0.068403
Borealis Energy Corp Co,2014,PetroChemical,0.034339,0.451094,1203.43,6.9939,2.2517,3.2422,-26.33,0.200585,0.954738,0.069044,111392.93,83.28,13.2348,0.128241
Borealis Energy Corp Co,2015,PetroChemical,0.045281,0.42293,381.9,22.9086,2.6724,2.3545,343.97,0.207644,1.796633,0.091035,118047.81,83.19,13.493,0.200544
Borealis Energy Corp Co,2016,PetroChemical,0.040642,0.433604,-319.66,-29.4204,2.7022,3.0641,775.24,0.208392,1.170082,0.139947,138533.78,83.19,14.7305,0.102251
Borealis Energy Corp Co,2017,PetroChemical,0.062551,0.452696,1267.53,8.3256,3.3873,1.8625,754.79,0.182224,0.676503,0.174691,123266.13,83.94,11.6807,0.048055
Borealis Energy Corp Co,2018,PetroChemical,0.027256,0.454793,1182.63,9.1881,3.0844,4.3624,587.55,0.226109,2.144906,0.053134,168740.39,86.25,15.5291,0.229425
Borealis Energy Corp Co,2019,PetroChemical,0.022503,0.44067,-593.66,-19.6406,4.1805,1.8665,449.76,0.148134,2.590097,0.135831,134283.38,90.09,11.5167,0.186532
Borealis Energy Corp Co,2020,PetroChemical,0.040653,0.416214,1799.84,6.086,2.5319,3.3739,1165.59,0.315632,0.530009,0.238546,146274.89,87.39,13.3539,0.068946
Borealis Energy Corp Co,2021,PetroChemical,0.046414,0.449977,1112.29,12.4014,3.1656,2.0454,555.7,0.131601,2.568427,0.133879,123396.03,92.82,8.9456,0.160384
Borealis Energy Corp Co,2022,PetroChemical,0.023552,0.468584,808.43,17.2934,2.0546,4.0436,1326.03,0.218322,2.779631,0.092664,176628.6,93.02,12.6339,0.177025
Borealis Energy Corp Co,2023,PetroChemical,0.062959,0.414303,1363.26,9.9915,1.5043,3.2667,1811.93,0.32,1.585877,0.233084,160410.03,91.97,11.7767,0.168833
